headlines,description,content,url,category
No takers for rupee payment for oil imports,The default payment currency for all contracts for import of crude oil is US dollar as per the international trade practice.,"India’s push for rupee to be used to pay for import of crude oil has not found any takers as suppliers have expressed concern on repatriation of funds and high transactional costs, the oil ministry told a parliamentary standing committee.
The default payment currency for all contracts for import of crude oil is US dollar as per the international trade practice. However, in a bid to internationalise the Indian currency, the Reserve Bank of India on July 11, 2022 allowed importers to pay with rupees and exporters be paid in rupee.
While there has been some success with non-oil trade with a select few countries, rupee continues to be shunned by oil exporters.
ADVERTISEMENT
“During FY 2022-23, no crude oil imports by oil PSUs was settled in Indian rupee. Crude oil suppliers (including UAE’s ADNOC) continue to express their concern on the repatriation of funds in the preferred currency and also highlighted high transactional costs associated with conversion of funds along with exchange fluctuation risks,” the oil ministry told the parliamentary department related standing committee.
The ministry, whose subimissions are part of the committee’s report which was tabled in Parliament last week, said Indian Oil Corporation (IOC) has informed that it incurred high transaction costs as crude oil suppliers pass on the additional transactional costs to IOC.” The RBI, it said, had last year permitted opening of rupee vostro accounts in the partner trading country. Under this mechanism, Indian importers undertaking imports through this mechanism shall make payment in Indian rupee which shall be credited into the special Vostro account of the correspondent bank of the partner country, against the invoices for the supply of goods or services from the overseas seller /supplier.
“Payments for crude oil can be made in Indian rupee, subject to the suppliers’ complying with regulatory guidelines in this regard,” the ministry said. “Currently, Reliance Industries Ltd and oil PSUs do not have an agreement with any crude oil supplier to make purchases in Indian currency for supply of crude oil.” India is the world’s third largest energy consumer. With its domestic production meeting less than 15 per cent of its needs, the country imports the remaining crude oil, which is converted to fuels such as petrol and diesel at refineries.
In the 2022-23 (April 2022 to March 2023) fiscal, India spent USD 157.5 billion on import of 232.7 million tonnes of crude oil. Iraq, Saudi Arabia, Russia, and UAE were its biggest suppliers. Of this, 141.2 million tonnes came from the Middle East, accounting for 58 per cent of all supplies.
ADVERTISEMENT
In the current fiscal, India imported 152.6 million tonnes of crude oil between April and November for USD 113.4 billion.
“India’s consumption would be about 5.5-5.6 million barrels per day. Out of that, we import about 4.6 million barrels per day, which is about 10 per cent of the overall oil trade in the world,” the ministry told the committee.
On price volatility, the ministry said PSU oil firms are impacted by the volatility in prices of crude oil but only to the extent of fuel and loss.
ADVERTISEMENT
“The prices of crude oil and refined petroleum products generally move in tandem with each other. Thus, it’s the volatility in product cracks (price difference between that of product prices and benchmark crude oil), which impacts the refiners the most.” “To hedge against this volatility, oil companies has been hedging the various product cracks as and when the opportunity is presented in the forward market. All the hedge positions are undertaken through OTC (Over the Counter) market with registered international counterparties and details of the hedge is reported to authorised dealer bank on quarterly basis. Further, oil companies are also hedging their forex risk in line with their risk management policies,” it added.",https://indianexpress.com/article/business/no-takers-for-rupee-payment-for-oil-imports-9080960/,business
Religare appoints agency to investigate fund diversion,"The Competition Commission of India and market regulator SEBI have reportedly sought details from Religare about the role of the Burman family, promoters of Dabur, in the company and its open offer plans.","Religare Finvest Limited (RFL), a wholly owned subsidiary of Religare Enterprises Ltd (RFL), has commissioned an expert agency for a forensic investigation into alleged “siphoning-off of funds from RFL by the erstwhile promoters of the company”.
“Pursuant to the terms agreed with respect to the recovery proceeds of CLB portfolio and FDs… (from) Lakshmi Vilas Bank (LVB) (now DBS), under the Upside Sharing Agreement signed by RFL with the lenders, it is imperative for RFL to keep pursuing recovery of the siphoned off funds,” Religare said in a stock exchange filing.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/religare-appoints-agency-to-investigate-fund-diversion-9080638/,business
We are well geared up for the transition to electric vehicles: Sunjay Kapur,"In an interview with Indian Express, Kapur spoke about the importance of research and development (R&D), the scope for automating industrial processes, and the China-plus-one strategy.","Sunjay Kapur, chairman of Sona Comstar and chair of the Confederation of Indian Industry (CII) Europe Committee, sees tremendous opportunity for the auto component industry as the world transitions to electric vehicles (EVs), especially with the potential of technology and software in redefining modern vehicles.
In an interaction with Aggam Walia and Anil Sasi, Kapur spoke about the importance of research and development (R&D), the scope for automating industrial processes, and the China-plus-one strategy. Edited excerpts:
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/economy/cii-sunjay-kapur-supply-chain-works-electric-vehicles-acma-9080634/,business
"Air India’s first Airbus A350 aircraft arrives, to enter commercial service in January","In September 2023, Air India completed the acquisition of its first Airbus A350-900 aircraft through a finance lease transaction with HSBC.","Air India’s first A350-900 widebody aircraft arrived in India on Saturday, making the Tata group carrier the first Indian airline to induct the A350 in its fleet. The arrival of the plane marks the first delivery for Air India from its 250-aircraft order with European aerospace major Airbus. It is also the first Air India aircraft to sport the carrier’s new livery.
Air India’s Airbus order consists of a total of 40 A350 planes–20 each of A350-900 and A350-1000 variants–and 210 planes of the A320neo family of narrowbody aircraft. The Tata group airline expects to take delivery of another five A350-900s by March.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/aviation/air-india-first-airbus-a350-900-aircraft-delhi-9080304/,business
"Amid volatile price outlook, MPC set to remain on ‘high alert’ on inflation","The Monetary Policy Committee members, while keeping the repo rate unchanged at 6.50 per cent, said the fight against inflation is far from over amid concerns over repeated supply shocks.","Members of the Reserve Bank of India’s rate-setting panel flagged the need to remain on “high alert” to counter price spikes, including in vegetables, that may derail the “disinflation process”, showed the minutes of its meetings held from December 6 to 8
The Monetary Policy Committee (MPC) members, while keeping the repo rate unchanged at 6.50 per cent, said the fight against inflation is far from over amid concerns over repeated supply shocks.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/economy/amid-volatile-price-outlook-mpc-set-to-remain-on-high-alert-on-inflation-9079608/,business
"Sebi issues paper on instant settlement of trades, seeks views",The shorter settlement cycle of T+0 is being considered for the equity cash segment as an optional mechanism in addition to the current T+1 (Trade plus one day) cycle.,"The Securities and Exchange Board of India (Sebi) has proposed the implementation of a same-day settlement cycle (T+0) in two phases as an initial step towards instantaneous settlement.
According to a Sebi consultation paper, in Phase 1, an optional T+0 settlement cycle (for trades till 1:30 pm) is envisaged, with settlement of funds and securities to be completed on the same day by 4:30 pm.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/sebi-issues-paper-on-instant-settlement-of-trades-seeks-views-9079603/,business
States get second tax devolution instalment in Dec,"The instalment is in addition to the usual monthly devolution instalment of Rs 72,961.21 made earlier on December 11 and also in addition to the tax devolution instalment due to states on January 10, 2024.","The Centre Friday released an extra instalment of tax devolution of Rs 72,961.21 crore to 28 states in December citing forthcoming festivities and the New Year. This is the second extra instalment after the first additional instalment was made in June to ease the funding flow for states.
The instalment is in addition to the usual monthly devolution instalment of Rs 72,961.21 made earlier on December 11 and also in addition to the tax devolution instalment due to states on January 10, 2024. With this instalment, the Centre has transferred Rs 1.46 lakh crore to states in December.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/states-get-second-tax-devolution-instalment-in-dec-9079599/,business
India says IMF debt warning a worst case scenario,"The IMF, in a so-called article IV review, said India's general government debt, which includes federal and state government debt, could be 100% of GDP under adverse circumstances by fiscal 2028.","The Indian government said on Friday a warning from the International Monetary Fund (IMF) that the country’s debt to GDP ratio could hit 100% was a worst-case scenario, and not a “fait accompli”.
The IMF, in a so-called article IV review, said India’s general government debt, which includes federal and state government debt, could be 100% of GDP under adverse circumstances by fiscal 2028.
India’s finance ministry said this was “a worst-case scenario and is not fait accompli”.
ADVERTISEMENT
India’s debt to GDP ratio, which was 81% in 2022/23, may decline to below 70% in the same period under favourable circumstances, the IMF report also said, according to the ministry.
“Therefore, any interpretation that the report implies that General Government debt would exceed 100% of GDP in the medium term is misconstrued,” the ministry added.",https://indianexpress.com/article/business/economy/indian-government-says-imf-debt-warning-a-worst-case-scenario-9079573/,business
India’s forex reserves jump USD 9.112 bn to USD 615.971 bn,The reserves took a hit as the central bank deployed the kitty to defend the rupee amid pressures caused majorly by global developments since last year.,"India’s forex reserves jumped USD 9.112 billion to USD 615.971 billion in the week ended December 15 and the quantum of increase is one of the highest for a week, according to RBI data.
In the previous reporting week, the overall reserves had risen USD 2.816 billion to USD 606.859 billion. In October 2021, the country’s forex kitty reached an all-time high of USD 645 billion. The reserves took a hit as the central bank deployed the kitty to defend the rupee amid pressures caused majorly by global developments since last year.
For the week ended December 15, the foreign currency assets, a major component of the reserves, increased USD 8.349 billion to USD 545.048 billion, as per the Reserve Bank of India (RBI) data released on Friday.
ADVERTISEMENT
Expressed in dollar terms, the foreign currency assets include the effect of appreciation or depreciation of non-US units like the euro, pound, and yen held in the foreign exchange reserves.
Gold reserves were up USD 446 million to USD 47.577 billion during the week, the RBI said. The Special Drawing Rights (SDRs) were up USD 135 million to USD 18.323 billion, the apex bank said.
India’s reserve position with the IMF rose USD 181 million to USD 5.023 billion in the reporting week, the apex bank data showed.",https://indianexpress.com/article/business/indias-forex-reserves-usd-9-112-bn-usd-615-971-bn-9079295/,business
Stock markets climb for 2nd day on buying in IT shares,"Among the Sensex firms, Wipro jumped over 6 per cent, the most among the frontline companies. HCL Technologies, Tata Motors, Maruti, Tata Steel, Infosys, Tech Mahindra, Larsen & Toubro and JSW Steel were the other major winners.","Stock markets extended gains for a second day on Friday following buying in IT stocks and firm trends in the US markets.
The 30-share BSE Sensex climbed 241.86 points or 0.34 per cent to settle at 71,106.96. During the day, it jumped 394.45 points or 0.55 per cent to 71,259.55. The broader Nifty went up by 94.35 points or 0.44 per cent to 21,349.40.
Among the Sensex firms, Wipro jumped over 6 per cent, the most among the frontline companies. HCL Technologies, Tata Motors, Maruti, Tata Steel, Infosys, Tech Mahindra, Larsen & Toubro and JSW Steel were the other major winners.
ADVERTISEMENT
State Bank of India, Bajaj Finance, ICICI Bank, HDFC Bank, Axis Bank and IndusInd Bank were among the laggards.
Vinod Nair, Head of Research at Geojit Financial Services, “The ‘buy on dips’ strategy continues to drive investors during the subdued week. Mid and small caps remain in the limelight, benefiting from ease in oil prices and the anticipation of a potential rate cut in CY24, supported by slower-than-expected US GDP growth and weakness in the dollar, signalling early rate cuts.”
In Asian markets, Tokyo settled with gains while Seoul, Shanghai and Hong Kong Seoul ended lower.
European markets were trading on a mixed note. The US markets ended in the positive territory on Thursday.
Global oil benchmark Brent crude climbed 1.01 per cent to USD 80.19 a barrel.
Foreign Institutional Investors (FIIs) offloaded equities worth Rs 1,636.19 crore on Thursday, according to exchange data.
ADVERTISEMENT
The BSE benchmark jumped 358.79 points or 0.51 per cent to settle at 70,865.10 on Thursday. The Nifty rallied 104.90 points or 0.50 per cent to 21,255.05.",https://indianexpress.com/article/business/market/stock-markets-climb-2nd-day-buying-it-shares-9079039/,business
Rupee rises 12 paise to settle at 83.15 against US dollar,"The Indian currency, however, remained under pressure due to continuous upward movement in the crude oil price triggered by evolving geopolitical situation and outflow of foreign funds, forex traders said.","Rising for the first time this week, the rupee appreciated by 12 paise to settle at 83.15 against the US dollar on Friday amid a weak American currency and positive equity market sentiment.
The Indian currency, however, remained under pressure due to continuous upward movement in the crude oil price triggered by evolving geopolitical situation and outflow of foreign funds, forex traders said.
At the interbank foreign exchange, the domestic currency opened at 83.25 and traded in the range of 83.11 to 83.27 against the greenback during intra-day. The local unit finally settled at 83.15 (provisional), registering a gain of 12 paise over its previous close.
ADVERTISEMENT
On Thursday, the domestic currency settled 9 paise lower at 83.27 against the dollar. On Wednesday, the unit traded in a flat note and settled at 83.18, a day after ending the session at the same level with a loss of 8 paise on Tuesday. On Monday, the currency had declined 7 paise to close at 83.10.
Jateen Trivedi, VP Research Analyst at LKP Securities, said, “The dollar index trending weak has been a major support for rupee as dollar has fallen from 104 to 101.70 in a matter of 10 sessions. However, the overall trend for the rupee remains sideways within the range of 82.90-83.40 zones.”
The dollar index, which gauges the greenback’s strength against a basket of six currencies, was trading 0.07 per cent lower at 101.41 on Friday.
ALSO READ | Sensex rebounds 358 pts on buying in HDFC Bank, Reliance Industries
Global oil price benchmark Brent crude climbed 0.97 per cent to USD 80.16 per barrel. In the domestic equity market, the 30-share BSE Sensex rose by 241.86 points or 0.34 per cent to settle at 71,106.96. The broader NSE Nifty soared 94.35 points or 0.44 per cent to 21,349.40.
ADVERTISEMENT
Foreign institutional investors (FIIs) were net sellers in the equity market on Thursday as they offloaded shares worth Rs 1,636.19 crore, according to exchange data.",https://indianexpress.com/article/business/rupee-rises-12-paise-settle-83-15-us-dollar-9079012/,business
‘Export of basmati rice could be affected by Red Sea attacks’,"The alternative route may also affect India’s exports of the long-grain rice to Egypt and European countries, said the official, requesting anonymity.","The rerouting by major shipping lines in an effort to avoid the Red Sea route, which has seen multiple attacks on vessels by Yemen’s Houthi rebels, could raise the price of Indian basmati rice exports by 15 to 20 per cent, a senior official with a government agency said.
The alternative route may also affect India’s exports of the long-grain rice to Egypt and European countries, said the official, requesting anonymity. This comes after the world’s second-largest container shipping company, Maersk, said all vessels previously paused and due to sail through the Red Sea region will now be rerouted around Africa via the Cape of Good Hope for safety reasons.
The official said India’s exports face a shortfall of about $4 billion to $5 billion this year after it curbed exports of wheat, rice and sugar amid rising prices. However, India expects growth in exports of other farm commodities to offset the export deficit this year, the official said.
Maersk had announced on December 15 that it would pause all vessels bound for the Gulf of Aden over the highly escalated security situation in the area. “This decision was taken to ensure the safety of our crew, vessels and customers’ cargo onboard,” the firm said.",https://indianexpress.com/article/business/export-of-basmati-rice-could-be-affected-by-red-sea-attacks-9078226/,business
Insurance for all: Finance Ministry pushes for health regulator,"In recent discussions between the Department of Financial Services and insurance players, it was brought up that insurance penetration needs rapid scaling up to achieve “insurance for all”.","The Finance Ministry has called for discussions to set up a healthcare sector regulator to organise, standardise and regulate hospitals under the insurance programme, The Indian Express has learnt.
In recent discussions between the Department of Financial Services and insurance players, it was brought up that insurance penetration needs rapid scaling up to achieve “insurance for all”.
“In the case of health insurance, there appears to be a need for establishing a Health Regulator for achieving this goal,” said DFS Secretary Vivek Joshi in a letter to the Department of Health and Family Welfare, it is learnt.
ADVERTISEMENT
“The ongoing efforts of the National Health Authority of building the National Health Exchange (NHA) have been welcomed by the insurance industry. A Health Regulator would play a vital role in ensuring that this digital transformation aligns with the efficiency of the providers’ ecosystem,” Joshi is learnt to have said in the letter to Sudhansh Pant, Secretary (H&FW), Department of Health and Family Welfare.
“I request you to initiate a meeting of the General Insurance Council — the apex body of all general insurance companies — along with the senior executives of leading insurance companies, National Health Authority and Department of Financial Services to explore the possibility of setting up a Health Regulator so that health insurance can be made more affordable and ubiquitous,” Joshi is learnt to have written.
Earlier, a joint working group of the Insurance Regulatory and Development Authority (IRDAI) and National Health Authority proposed a common hospital registry, empanelment process, grading of hospitals and package cost harmonisation to promote the standardisation and effective utilisation of health infrastructure under the insurance programme.
Insurance companies and hospitals follow different yardsticks for health insurance and there’s no uniformity in the cost structure. Over 40 crore people still don’t have health insurance coverage.
ADVERTISEMENT
According to industry observers, though there is an urgent need for a health regulator to supervise and regulate Indian hospitals along with other issues, the government can’t by itself establish one like the Reserve Bank of India, SEBI or IRDAI. Health, for legislative purposes, is a State subject.
“It will require moving healthcare to Concurrent List from the State List and would involve some Parliamentary procedures,” an industry expert said. Indian insurers in the health insurance business want a health regulator to ensure an orderly functioning of hospitals which play a key role in servicing a health policy.
There is a constant tussle between hospitals and insurers on many issues particularly on arbitrary charges, which inflate claims and push up premiums.
ADVERTISEMENT
IRDAI had earlier said either they should be allowed to regulate hospitals or a separate regulator should be instituted. It is necessary to regulate hospitals to protect the public against continuous increase in health insurance premiums, officials said.
IRDAI had said that as an insurance regulator, it is only regulating only one portion of the health services sector — only the insurers and TPAs (third party administrators) — but on the other end, there are hospitals that are not regulated.
Meanwhile, insurers, prodded by IRDAI, are preparing to implement changes paving the way for a 100 per cent cashless payment arrangement in the health insurance segment which needs a robust technological platform and a deeper coordination with all the stakeholders of the nationwide healthcare sector involving hospitals, doctors and pharmacists.
The new system of cashless payment, apart from needing a technological platform, also needs a lot of standardisation of rates, services and empanelment of more hospitals to cover every nook and corner of the country. Insurers say this can’t happen without a health regulator.
After the pandemic, the health insurance sector is growing at a much faster clip and has emerged as the largest portfolio in the industry. Health portfolio of the industry grew 23 per cent to Rs 90,667 crore, contributing almost 35 per cent (33 per cent in FY 22) of the industry’s premium kitty in FY 23.
ADVERTISEMENT
Currently, healthcare schemes and private insurance have individual hospital empanelment processes, which replicate various activities and contribute to inefficiency and duplication of processes, said the Report of Network Hospital Management prepared by the joint working group of IRDAI and NHA.
The IRDAI-NHA group recommended that the private insurance industry should also adopt the uniform cost of packages. However, the IRDAI can come up with the guidelines on inclusion of additional/ variable cost for implants and category of wards. Private insurance can design the products as per the uniform package cost and the additional cost of implant and ward type.
ADVERTISEMENT
The group also recommended that a standard grading system for hospitals based on the quality parameters should be prepared and same grading can be used by PM-JAY (Pradhan Mantri Jan Arogya Yojana) and private insurance market. The committee also recommended a single unique hospital registration process and repository, ideally ROHINI (Registry of hospitals in network of insurance), instead of having several lists. “This list will be beneficial as the central health facility repository/registration number can be used by various schemes and insurance service providers for identification of the health facilities in geographical areas,” it said.
IRDAI is pushing to implement two high tech projects – Health Claims Exchange and Bima Sugam – to deepen insurance penetration and simplify the claim procedures.
ADVERTISEMENT
The insurance regulator now wants general insurers to be part of the Health Exchange platform, which is being set up by the National Health Authority. The platform will digitise and simplify the process of filing health insurance claims. The proposed process is not only quick and hassle-free but also reduces the cost per claim to the insurer. The policyholders and hospitals can track the claim status online and it also enables automatic fund transfer of the claim amount.
Furthermore, the policyholder will be able to provide complete medical data to the hospital, track the claim status anytime and experience a faster and hassle-free claim process. The move will be beneficial for all the parties — insurers, hospitals and policyholders.
Bima Sugam is considered a revolutionary step with ambitions of becoming the largest online market for insurance products and services which has not been practised anywhere in the world. All insurance requirements, including those for life, health and general insurance (including motor and travel) will be met by Bima Sugam.
There is also a proposal before the government and the regulator for composite insurance licences which will enable an insurer to offer both life and non-life products. India, which is the 10th largest insurance market in the world, is poised to be 6th largest insurance market in the world by 2032.",https://indianexpress.com/article/business/insurance-for-all-finmin-pushes-for-health-regulator-9078235/,business
Over 60 digital rights groups call for withdrawal of Telecom Bill,"“The Bill in its current form poses a grave threat to fundamental rights, democracy, and the internet as we know it, and must be withdrawn and altered in order to remove these flaws,” the letter, which includes signatories like the Signal Foundation and Mozilla, said.","More than 60 digital rights organisations including those that back popular tech platforms like Signal and the Firefox browser have written to Telecom Minister Ashwini Vaishnaw, urging him to withdraw the telecom Bill which was passed by Rajya Sabha Thursday.
“The Bill imperils encryption, a crucial tool for privacy and free expression; amplifies unchecked powers of the government to impose internet shutdowns; and enhances surveillance without independent oversight,” they said in the letter.
“The Bill in its current form poses a grave threat to fundamental rights, democracy, and the internet as we know it, and must be withdrawn and altered in order to remove these flaws,” the letter, which includes signatories like the Signal Foundation and Mozilla, said.
ADVERTISEMENT
They said that in empowering the government to notify standards and conformity assessment measures on “encryption and data processing in telecommunication” without any limitations, the Bill creates “uncertainties around the ability of service providers to offer strong encryption, and develop privacy-respecting innovations”.
The Bill replaces the Indian Telegraph Act (1885), the Wireless Telegraphy Act (1933), and the Telegraph Wires (Unlawful Possession) Act (1950), which the government sees as colonial-era archaic laws that need reforms, given that the telecom sector has changed significantly in the last few years.
It has been passed in both Houses of Parliament and will become law after receiving assent from the President.
The proposed law attempts to bring in a slew of structural changes to current regulatory mechanisms in the sector, ranging from simplification of the licensing regime, clarity on spectrum assignment, and a stringent requirement of user verification, among other things.",https://indianexpress.com/article/business/over-60-digital-rights-groups-call-for-withdrawal-of-telecom-bill-9078258/,business
Should prioritise income growth over redistribution: Essay published by CEA office,"Noting that while it is a popular idea that redistribution is the solution to raising living standards at a large scale, the essay said there were two problems with the approach.","Noting that “bad inequalities” like unequal access to education and health reduce the potential for India’s growth, besides being unfair to the individual, an essay published by Chief Economic Adviser (CEA) V Anantha Nageswaran’s office said the country should prioritise income growth over redistribution.
The essay, part of a collection released Thursday, said the rise in inequality in India after the 1991 reforms can be attributed to market incentives for entrepreneurship and innovation. The impact of Covid-19 on inequality has been “transitory,” with the public distribution system and rise in food subsidy substantially curbing a rise in distress levels, it said.
Bad inequalities, the essay said, form one of the most entrenched problems of development whose mitigation lies in a strategic long-term effort. They directly reduce the potential for growth because segments of the population are left behind, lacking the opportunity to contribute to the growth process.
ADVERTISEMENT
Quoting a 2022 study, the essay said India’s rate of upward mobility has remained broadly constant since Independence. Relying on the same study, it said that contrary to the widely held belief, Dalits and Adivasis have seen some improvement, with Scheduled Castes having undergone considerable improvement.
However, people from the Scheduled Castes are also more likely to fall back into poverty, necessitating long-term conditions for upward mobility rather than a one-time effort, it said quoting another study.
A recent NITI Aayog study had said that between 2015-16 and 2019-21, India lifted more than 13.5 crore people out of multidimensional poverty, courtesy of improvements in indicators like access to cooking fuel, sanitation, drinking water, and bank accounts, among others. The essay noted that for the “average aspirational India,” such progress at the grassroots matters “much more than the number of billionaires in the country”.
Noting that while it is a popular idea that redistribution is the solution to raising living standards at a large scale, the essay said there were two problems with the approach: the “infeasibility” of taxing wealth, and that average income needs to increase in India several times to afford a decent standard of living for everyone.
ADVERTISEMENT
It also emphasised that it was important for developing countries like India to prioritise raising incomes over redistribution.
Calling an increase in the number of the middle class crucial, the essay said policy attention towards the class involves looking beyond a polar view of a rich versus poor economy and beyond the “charitable notion” of redistribution towards rights-based claims for economic justice. “In the empowerment of this class lies the path to a self-sustained virtuous growth cycle,” it added.
“Employment generation, coupled with improving the quality of jobs, is a priority. Following this path, the organised sector job market conditions measured by the Employee Provident Fund Organisation and the National Pension System subscriptions indicate a year-on-year increase, pointing towards improved formalisation. Labour market indicators have improved beyond pre-Covid levels, with the unemployment rate falling and the labour force participation rate increasing,” it said.
ADVERTISEMENT
India has the highest share of government expenditure on public goods per capita, compared to regions like the European Union, Latin America, China and Africa, with the jump being pronounced since 2014. In India, the expenditure on public goods has led to the redistribution of about 6 per cent of the national income to the bottom 50 per cent, the essay noted.",https://indianexpress.com/article/business/economy/income-growth-redistribution-cea-essay-9077999/,business
Govt grants one-time exemption to LIC to achieve 25% MPS in 10 years,The government currently holds 96.5 per cent stake in the company.,"The government has granted a one-time exemption to Life Insurance Corporation of India (LIC) to achieve 25 per cent Minimum Public Shareholding (MPS) within 10 years, the state-owned insurer said on Thursday.
The country’s largest insurer LIC was listed in May 2022. The government had sold over 22.13 crore shares, or a 3.5 per cent stake in LIC, through an Initial Public Offering (IPO). The government currently holds 96.5 per cent stake in the company.
In a stock exchange filing, the state-owned insurer said the Department of Economic Affairs has decided to grant a “one-time exemption to LIC to achieve 25 per cent MPS within 10 years from the date of listing i.e., till May 2032”.
ADVERTISEMENT
Earlier this year, the government had amended the regulation so that listed state-run companies, including banks, will not need to comply with the rule requiring an MPS of 25 per cent even after their privatisation, if the government decides so “in public interest”. The exemption to the MPS rule was earlier available only to government-controlled companies.
The amendment, notified in January — extending it to even after the sale of government stake — is expected to make it more attractive for investors to acquire state-run companies. In July 2021, the government had notified that all listed public sector units would be exempted from MPS.
Shares of LIC closed at Rs 764.55 apiece on the BSE, up 0.52 per cent over Thursday’s close.",https://indianexpress.com/article/business/govt-grants-one-time-exemption-to-lic-to-achieve-25-mps-in-10-years-9077990/,business
"India may compensate exporters against UK, EU carbon tax","The carbon border adjustment mechanism (CBAM) or carbon tax is expected to have an impact on India’s iron, steel, and aluminum exports worth $8-$9 billion headed into Europe and the UK.","The Centre is exploring a range of relief measures to soften the blow of the carbon tax introduced by the European Union and the UK, which includes offering compensation to exporters affected by the tax to help them remain competitive in the global markets, a government official told The Indian Express.
The carbon border adjustment mechanism (CBAM) or carbon tax is expected to have an impact on India’s iron, steel, and aluminum exports worth $8-$9 billion headed into Europe and the UK. However, CBAM has provisions to include more products with high carbon footprint going forward which could mean greater impact over the years.
“There are various options on the table to tackle carbon tax such as seeking longer transition time and repatriation of the duties. We are also looking at other collaborative mechanisms where we devise a way to come out with supportive measures to make the product more competitive. We are discussing and deliberating along these lines,” the official said.
ADVERTISEMENT
CBAM kicked off on October 1, 2023 with carbon emissions reporting requirements on imports at its borders. But the EU will impose the actual tax from 2026. The period between 2023 to 2026 is known as the transition time.
“Addressing these kinds of measures in an FTA is a challenge. These kinds of measures emanate from WTO provisions that we all have committed to. It allows members to take measures for the protection of human lives, plants, and health. It includes the environment as well,” official added.
India has already challenged carbon tax at the WTO as it believes CBAM is in violation of special and differential treatment (SNDT) provisions of the WTO that advocates longer time periods for implementing agreements and commitments for developing nations to safeguard the trade interests of developing countries.“CBAM undermines SNDT…they argue that if we follow the principle the whole objective gets defeated. But then a country like India will always argue for a longer transition time,” the official said.
Trade experts have also criticised CBAM for violating the principle of international environmental law that says that all states are responsible for aaddressing global environmental destruction yet not equally responsible. Common but differentiated responsibilities (CBDR) assumes all the more significance for India that barely contributes one-seventh of world’s carbon emission.
ADVERTISEMENT
“The key emissions source that the EU seeks to tackle is energy, which it imports, and which will be consumed in manufacture of these products. However, the EU creates a very different landscape in its textual proposals in the India-EU FTA. Export pricing discipline under the Energy and Raw materials chapter specifically forbids any incentives by India to its own industry to consume green energy,” Sangeeta Godbole, a former revenue officer who was part of the Indian team negotiating the India-EU free trade deal, said.
After the EU notified CBAM earlier this year, the UK this week said that its version of CBAM will come into effect by 2027. The UK government factsheet said that the UK CBAM will place a carbon price on some of the most emissions intensive industrial goods imported to the UK from the aluminum, cement, ceramics, fertilizer, glass, hydrogen, iron and steel sectors.
Both UK and EU have argued that the objective to introduce CBAM is to prevent carbon leakage which is defined by the movement of production and associated emissions from one country to another due to different levels of decarbonisation effort through carbon pricing and climate regulation.",https://indianexpress.com/article/business/india-compensate-exporters-uk-eu-carbon-tax-9077978/,business
Rupee falls 9 paise to settle at 83.27 against US dollar,"According to forex analysts, despite positive sentiment in the domestic equity markets and a weak American currency against major global currencies, the Indian unit was weighed down by the volatile crude oil prices.","The rupee fell by 9 paise to settle at 83.27 against the US dollar on Thursday as withdrawal of foreign funds amid concerns over global trade disruption through the Red Sea route dented investor sentiment.
According to forex analysts, despite positive sentiment in the domestic equity markets and a weak American currency against major global currencies, the Indian unit was weighed down by the volatile crude oil prices.
At the interbank foreign exchange market, the local unit opened at 83.19 and traded between the peak of 83.18 and the lowest level of 83.28 against the dollar during intra-day deals. It settled at 83.27 (provisional) against the greenback, registering a fall of 9 paise from its previous close. On Wednesday, the domestic currency settled at 83.18 against the dollar.
ADVERTISEMENT
Meanwhile, the dollar index, which gauges the greenback’s strength against a basket of six currencies, was trading 0.06 per cent lower at 101.97 on Thursday.
Global oil price benchmark Brent crude climbed 0.31 per cent to USD 79.95 per barrel. In the domestic equity market, the 30-share BSE Sensex rose by 358.79 points or 0.51 per cent to settle at 70,865.10. The broader NSE Nifty soared 104.90 points or 0.50 per cent to 21,255.05.
Foreign institutional investors (FIIs) were net sellers in the equity market on Wednesday as they offloaded shares worth Rs 1,322.08 crore, according to exchange data.",https://indianexpress.com/article/business/rupee-falls-9-paise-us-dollar-9077953/,business
