"customer_id","product","sales_amount","sale_date"
37,"e",657.020900537657,2022-11-23
8,"h",517.119022072469,2022-10-06
51,"a",458.991428067344,2022-12-25
74,"g",641.538014694189,2022-09-20
50,"j",621.654967552784,2022-10-02
98,"g",480.772343114054,2022-12-17
74,"e",679.138752775548,2022-10-25
86,"a",546.865126016772,2022-06-25
76,"g",421.516386271594,2022-06-07
84,"g",401.248832193099,2022-05-30
46,"c",429.010653346776,2022-12-14
17,"c",544.255120663431,2022-07-08
62,"i",456.779765874746,2022-01-01
46,"a",450.411771118265,2022-12-14
54,"i",383.989551722272,2022-01-01
35,"g",643.008461818541,2022-11-04
94,"f",500.364752573586,2022-08-17
79,"a",598.597514758317,2022-12-03
24,"h",429.963626786394,2022-01-01
87,"e",390.845045085589,2022-07-30
7,"j",368.1604327527,2022-03-07
93,"i",545.85055292073,2022-06-09
79,"e",473.347773549399,2022-03-06
23,"c",425.56113395236,2022-09-22
26,"a",576.621199151383,2022-01-02
32,"f",502.785142348818,2022-02-26
7,"d",411.357138423859,2022-07-09
27,"h",323.45190671811,2022-12-31
42,"i",593.047688915097,2022-03-07
5,"i",285.787757343021,2022-01-26
70,"h",364.523796365717,2022-07-31
16,"g",597.81834754804,2022-04-29
24,"d",604.878517062032,2022-05-06
32,"h",458.668360421284,2022-07-31
21,"e",535.637496415547,2022-12-31
55,"a",450.732494504012,2022-03-05
75,"a",570.371942902679,2022-02-28
36,"e",548.958811141943,2022-07-10
83,"c",632.098528205102,2022-02-14
89,"d",572.604425030947,2022-07-20
39,"c",505.66901248416,2022-03-17
54,"b",418.471840559751,2022-06-12
90,"j",510.643851580667,2022-12-24
9,"c",456.927021427016,2022-08-08
71,"j",480.767299709509,2022-01-30
98,"e",532.151558162455,2022-10-13
48,"h",527.029875805424,2022-03-28
77,"a",328.984956447629,2022-04-22
83,"e",532.275880809006,2022-10-18
56,"c",473.909952865883,2022-12-09
39,"f",469.030850044588,2022-07-25
68,"b",255.41999043263,2022-06-26
1,"a",355.296809208172,2022-12-27
40,"g",521.737780105526,2022-04-25
30,"a",556.557231826816,2022-10-14
94,"h",544.963605296258,2022-10-13
89,"c",517.90372452157,2022-01-28
16,"b",460.821465888463,2022-07-27
88,"j",507.951622558264,2022-06-30
54,"c",502.588750366049,2022-01-22
75,"e",523.83440392387,2022-02-24
48,"h",532.40249057288,2022-01-29
20,"a",516.934953654124,2022-06-09
67,"b",640.813176308833,2022-07-15
93,"d",600.991801293416,2022-11-14
36,"g",525.53928101371,2022-07-23
52,"e",566.5089888867,2022-01-14
22,"j",241.086172826278,2022-09-03
49,"d",475.608307118904,2022-11-06
42,"h",389.403769484727,2022-04-19
59,"a",628.073736898872,2022-01-14
84,"e",501.611165006837,2022-10-01
11,"g",432.636951392041,2022-01-10
55,"f",541.717293291024,2022-10-13
8,"j",681.568251357799,2022-04-24
46,"a",443.154366545969,2022-12-11
85,"j",459.012558920276,2022-12-02
66,"g",448.756477881378,2022-09-26
77,"b",442.775752230618,2022-06-03
46,"j",590.28275846189,2022-04-27
70,"e",425.198806177109,2022-08-06
72,"c",491.990098946079,2022-06-01
44,"b",394.47184816281,2022-12-17
32,"f",527.20364377339,2022-06-18
36,"b",480.471820033722,2022-06-09
45,"c",371.640070668535,2022-10-10
14,"c",435.815905023183,2022-05-05
16,"d",402.933675699888,2022-09-15
87,"i",370.765381034814,2022-11-22
33,"e",413.729598185498,2022-02-26
40,"b",283.813421566879,2022-09-05
40,"i",636.807697371797,2022-06-22
10,"a",450.316015701337,2022-04-21
89,"g",515.637446696855,2022-01-18
72,"a",504.243094455612,2022-11-27
82,"f",529.982883510631,2022-05-08
9,"a",502.178191290074,2022-01-07
7,"f",575.375598964213,2022-01-14
7,"h",606.726361796368,2022-02-25
58,"j",433.060368004265,2022-12-24
61,"b",350.150663354113,2022-06-11
74,"e",524.366875899319,2022-10-31
24,"j",488.039785626105,2022-07-29
63,"b",419.239711100223,2022-11-14
54,"e",509.13180272837,2022-10-07
23,"c",592.576092895358,2022-10-24
26,"f",505.379043537762,2022-01-01
33,"f",377.5431104933,2022-11-16
57,"i",531.769023112382,2022-06-11
29,"f",385.455201931411,2022-08-30
10,"d",527.393584193325,2022-04-03
53,"b",520.349116870197,2022-12-12
54,"g",651.236232932748,2022-06-15
77,"i",480.979273204279,2022-05-25
11,"d",573.398200910647,2022-12-20
25,"a",588.54386865416,2022-09-15
52,"h",479.128930281865,2022-12-24
26,"c",353.069966550467,2022-04-06
7,"i",496.466039738548,2022-09-27
25,"f",529.990144763468,2022-09-08
87,"c",539.163711640414,2022-09-07
90,"c",517.402993388766,2022-07-04
32,"d",478.804221134815,2022-04-10
84,"f",609.060298287784,2022-10-03
24,"b",496.976188287289,2022-11-29
57,"g",490.91926897439,2022-10-30
73,"f",545.725550686371,2022-06-20
23,"g",539.260441199242,2022-02-08
14,"d",675.971038995352,2022-08-08
6,"g",629.39956948279,2022-11-11
91,"j",598.258762165495,2022-10-05
1,"d",526.220145254294,2022-10-27
90,"i",436.579836444392,2022-07-04
58,"e",391.195381141658,2022-08-15
81,"i",406.698387886418,2022-03-22
29,"i",413.685414978926,2022-11-22
26,"c",550.238220410811,2022-06-11
27,"a",443.520495451411,2022-03-02
85,"i",482.350850081036,2022-09-12
7,"i",632.140317688275,2022-06-15
60,"c",527.256807551212,2022-03-19
26,"d",501.105621600882,2022-05-16
41,"g",421.945372691684,2022-02-04
84,"i",429.889941740877,2022-06-17
6,"j",424.063513304015,2022-03-13
94,"h",482.97400957118,2022-05-14
31,"c",434.371415421919,2022-06-03
93,"f",515.754423417149,2022-06-29
17,"a",609.341476021905,2022-01-04
64,"i",530.104243090724,2022-01-11
37,"i",444.151061213962,2022-05-28
57,"g",392.462412383937,2022-06-01
20,"h",520.078737236919,2022-12-09
35,"a",508.402028454532,2022-05-02
89,"j",407.360130046722,2022-01-04
33,"h",538.670071071837,2022-08-29
66,"b",566.041789260333,2022-05-12
4,"h",472.391196940809,2022-11-16
74,"f",531.282214116053,2022-12-21
97,"i",431.425048213464,2022-01-15
5,"b",726.82044574342,2022-12-02
25,"g",330.783947525579,2022-12-04
8,"g",558.78375139535,2022-09-01
55,"i",506.640785795855,2022-01-11
89,"c",359.534387604731,2022-02-26
85,"c",465.720246478318,2022-06-10
45,"e",428.674298171743,2022-05-21
18,"b",450.378942639759,2022-01-01
42,"d",432.837874437504,2022-07-10
31,"j",466.845054228561,2022-04-26
6,"a",517.127611520946,2022-03-05
71,"j",402.060767888998,2022-09-07
61,"e",532.099407018977,2022-10-18
48,"j",408.812884508409,2022-01-20
17,"h",632.086542799529,2022-11-28
45,"e",485.530144726442,2022-12-02
92,"f",402.899548577275,2022-12-09
63,"i",473.592920071577,2022-03-09
53,"c",573.83104523492,2022-03-24
53,"a",533.23746152784,2022-11-15
63,"i",465.59138585532,2022-10-18
71,"b",670.559274729386,2022-02-03
84,"a",530.669903630339,2022-12-06
82,"h",476.619380622354,2022-06-03
93,"i",442.762416630076,2022-06-19
17,"b",618.807890746117,2022-11-09
97,"c",554.821090120756,2022-01-05
2,"f",347.776981777863,2022-01-22
49,"a",602.867725829217,2022-01-04
2,"g",578.919370350058,2022-12-18
13,"b",534.093759423337,2022-05-11
24,"e",350.563331678463,2022-08-19
49,"j",477.44564067071,2022-03-20
67,"c",469.226297560851,2022-08-05
82,"g",517.766708206277,2022-03-29
2,"b",277.433657753084,2022-09-03
37,"h",597.474095237932,2022-08-14
63,"c",343.208610619595,2022-06-20
76,"d",470.986516459737,2022-02-09
13,"c",391.433753116573,2022-09-01
42,"c",451.280728868708,2022-02-03
61,"b",411.722721904807,2022-11-02
70,"d",518.685186832247,2022-05-27
38,"d",483.636094867357,2022-02-15
64,"f",491.169441921352,2022-06-19
80,"f",563.591745934829,2022-01-03
99,"c",599.613760971867,2022-05-10
36,"i",608.672979960286,2022-02-07
91,"e",547.68876148958,2022-06-30
91,"e",475.31845736173,2022-11-27
35,"h",412.064912777387,2022-05-07
87,"e",382.523485858401,2022-07-23
67,"e",631.353063325151,2022-01-30
95,"c",510.163495607336,2022-09-26
48,"g",691.77559763841,2022-03-16
66,"a",577.205525776047,2022-11-29
23,"b",560.817937179646,2022-08-01
67,"a",485.019136017614,2022-09-23
9,"h",590.295378476979,2022-05-24
61,"a",600.686185393862,2022-08-25
39,"b",289.554112274508,2022-06-30
94,"j",494.463707070268,2022-02-26
31,"b",485.725737184732,2022-01-07
94,"f",544.818239531811,2022-06-12
73,"c",693.783854165727,2022-04-04
36,"h",693.048278756526,2022-03-21
98,"a",563.757638396926,2022-03-15
22,"f",537.854227725626,2022-12-03
44,"h",764.417154358987,2022-03-06
41,"a",572.515730122525,2022-08-16
92,"d",369.053790367339,2022-03-01
93,"h",413.113678017549,2022-03-01
43,"c",498.643114324414,2022-06-02
39,"a",599.947208973978,2022-05-10
37,"f",441.110983090569,2022-10-20
33,"c",554.369246297599,2022-11-21
83,"e",366.233262362701,2022-04-25
12,"a",529.30553070366,2022-09-03
98,"f",472.976816386053,2022-08-26
21,"e",631.005224880697,2022-03-12
81,"a",669.318875929913,2022-02-03
76,"h",515.031419247553,2022-07-09
94,"i",531.455432456706,2022-08-26
35,"e",494.800556826432,2022-10-19
30,"e",595.61090275702,2022-12-30
89,"h",519.390719090425,2022-02-17
50,"d",445.19689904305,2022-07-07
47,"d",530.596372567719,2022-04-07
67,"d",427.723003148797,2022-08-09
82,"e",404.958148756639,2022-01-20
96,"d",521.306373550019,2022-12-08
81,"f",560.949716191843,2022-01-15
42,"j",544.238796694087,2022-09-24
40,"d",464.306038435273,2022-11-02
42,"a",675.191672586812,2022-03-08
96,"h",415.117709057778,2022-05-05
26,"e",496.315095037795,2022-01-24
13,"e",455.523647884952,2022-11-20
20,"j",547.851811482487,2022-10-16
20,"c",492.213755970863,2022-06-26
93,"a",499.639037639619,2022-04-22
84,"b",548.983101743714,2022-11-05
94,"c",378.51375296809,2022-04-05
41,"d",480.290315436246,2022-07-06
8,"j",670.865089908714,2022-03-11
39,"d",424.039861643174,2022-06-16
74,"d",597.236956545031,2022-11-15
81,"j",396.815961706057,2022-11-12
63,"a",576.858662660096,2022-11-06
82,"i",530.128505996004,2022-05-29
11,"a",542.456058064873,2022-03-30
2,"e",500.657105667664,2022-12-06
19,"d",574.129774851192,2022-08-26
77,"a",655.90074874112,2022-09-18
13,"g",458.283124846758,2022-04-05
31,"i",457.967703699887,2022-02-17
30,"e",569.718586446273,2022-01-10
22,"i",478.903839108412,2022-09-28
94,"f",654.108549756465,2022-09-05
74,"i",528.483195966302,2022-08-09
16,"c",532.196137608138,2022-02-20
69,"i",393.147393125673,2022-01-21
36,"a",642.571586185932,2022-01-04
50,"c",619.957020023391,2022-02-16
33,"f",332.196359312989,2022-04-27
80,"b",682.880616342242,2022-12-17
28,"a",446.479114391505,2022-11-11
49,"j",416.433935900041,2022-09-22
12,"e",424.153009959102,2022-02-22
53,"a",367.587009830344,2022-04-07
28,"f",578.846747109404,2022-12-13
66,"f",362.32815350112,2022-01-08
50,"h",392.960475842237,2022-02-04
76,"a",401.325906858589,2022-01-28
47,"f",553.658618418783,2022-12-04
51,"a",455.479341608062,2022-04-06
6,"f",499.649856301743,2022-04-25
80,"f",437.618590457126,2022-06-14
15,"e",546.084692520159,2022-08-12
19,"j",442.247988016158,2022-04-14
59,"i",668.760856568398,2022-01-16
3,"j",502.566051708913,2022-01-30
97,"c",440.969283831908,2022-08-25
33,"i",638.202180321928,2022-10-08
48,"e",503.190133667434,2022-09-02
75,"g",399.749330597758,2022-08-28
100,"b",404.433492498876,2022-01-19
45,"f",549.056567640341,2022-12-25
10,"j",382.058262761905,2022-10-07
42,"g",655.675442590884,2022-08-18
24,"i",409.573899485143,2022-02-26
92,"c",349.729709707324,2022-01-19
18,"i",343.51626369892,2022-11-02
81,"f",400.582734970629,2022-01-14
84,"f",555.752815567011,2022-06-27
59,"h",306.722046068103,2022-08-27
9,"d",451.192065891516,2022-05-20
53,"f",492.930264081228,2022-10-30
11,"a",358.041274698276,2022-05-01
8,"d",518.954845682304,2022-10-27
5,"f",237.756619668169,2022-08-24
29,"j",332.305606611878,2022-05-10
50,"g",654.275628307661,2022-12-29
70,"g",668.12303146071,2022-03-24
74,"e",604.310166880177,2022-04-20
26,"a",754.097110466049,2022-09-08
73,"c",443.822048713614,2022-01-29
11,"h",674.404599606067,2022-12-10
6,"a",385.854042448215,2022-12-07
96,"h",590.933344314588,2022-08-21
76,"g",330.670460235741,2022-07-30
83,"c",553.830841642251,2022-09-13
91,"a",285.286014062146,2022-03-22
56,"h",334.570180238623,2022-05-19
96,"h",382.78593210962,2022-02-01
27,"g",426.089949743038,2022-04-14
94,"i",519.250114563441,2022-03-20
68,"a",481.026234774661,2022-03-20
88,"h",633.368507716587,2022-03-13
28,"a",648.779749441808,2022-06-03
67,"f",586.057329554745,2022-04-23
40,"b",459.001176812492,2022-07-04
6,"e",500.960373544255,2022-08-19
36,"j",485.573457978251,2022-10-01
55,"c",600.106639740216,2022-08-30
94,"j",492.56597142204,2022-05-28
48,"d",424.761076900396,2022-08-30
10,"h",555.174178278627,2022-12-08
25,"f",282.178327860056,2022-06-23
38,"i",509.251114064225,2022-12-18
100,"e",431.290042175411,2022-07-14
25,"a",464.982747271682,2022-01-02
4,"a",559.993324867329,2022-06-08
79,"b",523.244042731087,2022-12-30
52,"j",562.49390147503,2022-11-04
22,"i",502.779427838611,2022-01-25
24,"a",416.121736921609,2022-12-15
39,"b",398.218941998461,2022-10-11
47,"i",495.219788569626,2022-09-08
60,"a",702.224486960497,2022-04-03
63,"b",330.236886682754,2022-05-09
37,"d",516.838284222918,2022-10-14
46,"h",447.776705940693,2022-03-30
54,"h",426.820996009239,2022-04-14
47,"e",555.645451770303,2022-03-03
79,"i",475.9437318077,2022-01-06
16,"j",636.558767075111,2022-09-12
19,"a",422.125605190989,2022-02-25
72,"d",325.684344438365,2022-01-20
31,"g",378.837751389252,2022-12-14
37,"f",377.95342306535,2022-02-19
48,"b",573.130582058338,2022-07-21
60,"g",511.796923496636,2022-01-05
62,"c",560.565917653982,2022-03-18
80,"b",525.526025094932,2022-09-22
9,"a",593.934316510361,2022-06-23
11,"f",618.99941454866,2022-04-03
43,"f",595.208277950688,2022-08-12
30,"d",457.16986379181,2022-09-04
61,"e",412.697992167377,2022-03-17
74,"e",553.983392427106,2022-05-04
55,"j",592.503262095626,2022-04-04
61,"h",403.174136896811,2022-11-26
34,"f",582.699543424496,2022-04-15
57,"j",430.54955449627,2022-01-10
38,"g",474.187005280456,2022-11-26
84,"c",449.048859220067,2022-11-14
63,"a",459.088269399666,2022-08-05
46,"b",234.466815787836,2022-09-11
78,"j",525.186312895876,2022-07-21
70,"e",406.844875625985,2022-12-12
18,"e",437.321353712425,2022-12-17
2,"g",389.806361815513,2022-11-13
72,"a",487.522556149554,2022-02-18
75,"a",471.058351793887,2022-12-27
21,"j",594.45854587092,2022-02-01
57,"b",571.017737919538,2022-05-05
71,"b",549.978878741507,2022-02-07
87,"e",293.424777989566,2022-06-12
72,"a",531.338961937215,2022-09-13
59,"c",306.159376632168,2022-06-16
74,"j",737.708034279436,2022-05-12
37,"i",509.52575631578,2022-08-16
81,"c",377.174014092193,2022-06-22
55,"b",499.954720270929,2022-05-07
6,"a",518.16233310046,2022-08-13
40,"i",605.91296455613,2022-06-17
6,"c",616.5793688532,2022-02-28
28,"b",117.480723025546,2022-06-23
32,"i",597.341265873364,2022-02-06
49,"j",312.529085037216,2022-08-15
99,"j",569.630079047179,2022-11-23
92,"f",344.829079428077,2022-08-09
84,"f",478.279724327334,2022-08-10
65,"h",520.03340468932,2022-04-14
69,"d",724.446004400489,2022-11-29
75,"b",440.186516435012,2022-12-08
47,"a",737.639885208082,2022-03-18
20,"b",357.71447632597,2022-02-27
2,"g",458.233703552506,2022-09-06
62,"g",432.809986655714,2022-07-27
63,"d",406.069206041527,2022-04-19
62,"e",550.034253105357,2022-02-08
10,"j",549.577943063985,2022-04-03
59,"a",270.773425261951,2022-11-17
49,"j",403.749423547594,2022-12-25
7,"i",331.416039030716,2022-09-27
61,"g",622.092585828735,2022-07-02
38,"e",585.895596422817,2022-11-12
36,"g",549.512506930349,2022-08-13
23,"e",689.631570296305,2022-08-14
34,"b",504.584283946306,2022-11-29
88,"h",532.322083595191,2022-04-22
4,"g",390.274677865214,2022-02-14
54,"j",711.922005527909,2022-06-01
29,"h",479.137472015695,2022-01-17
58,"i",441.273062083269,2022-06-02
87,"c",451.579293774729,2022-10-03
75,"f",722.914950114343,2022-02-21
97,"g",394.510784561393,2022-04-30
56,"c",546.540788064201,2022-10-18
51,"h",480.658156394992,2022-11-30
50,"a",596.536417540632,2022-05-19
48,"i",586.761210640202,2022-05-12
3,"f",392.45436013972,2022-12-04
33,"i",260.388764710753,2022-09-01
94,"c",684.594894182174,2022-02-15
34,"c",714.341412309924,2022-04-19
66,"f",435.040344542738,2022-02-05
64,"i",662.753737242531,2022-08-19
40,"i",562.612907726658,2022-03-08
58,"c",476.977666373262,2022-12-26
20,"e",572.765095986405,2022-04-29
78,"g",499.614325607138,2022-03-28
25,"b",568.226023973361,2022-12-20
71,"f",526.675032750417,2022-03-12
40,"h",544.283532121129,2022-01-28
61,"e",483.990437339468,2022-06-30
99,"c",530.2733083009,2022-06-11
95,"j",643.175544255278,2022-06-30
22,"e",576.036430906942,2022-11-06
80,"d",545.788488938073,2022-03-17
86,"d",524.781321843605,2022-09-26
93,"g",498.832065067068,2022-05-20
56,"a",351.953565542162,2022-09-26
33,"b",411.97927568975,2022-11-17
64,"e",599.859327279315,2022-05-04
53,"c",520.885450721081,2022-02-09
31,"g",449.155678536037,2022-04-10
46,"h",565.33947950505,2022-12-11
72,"e",399.00676516153,2022-03-09
24,"g",520.332450776033,2022-06-24
60,"c",416.548862743496,2022-06-25
30,"f",437.474222777153,2022-11-03
23,"h",551.147708159405,2022-10-28
96,"j",440.065071814166,2022-05-30
17,"f",490.612359858604,2022-03-04
90,"j",531.262632418542,2022-11-14
59,"h",387.280952289077,2022-01-11
57,"j",737.890540148401,2022-08-22
43,"f",604.613532203571,2022-03-30
23,"c",529.781154218815,2022-10-10
90,"g",321.251058366456,2022-07-27
100,"a",600.448893219833,2022-12-28
45,"f",624.421188030913,2022-03-31
8,"e",551.168513733797,2022-02-16
79,"b",547.477113114658,2022-05-02
36,"g",448.312922819208,2022-09-10
67,"c",334.025102606019,2022-11-03
39,"c",522.40086789708,2022-02-04
33,"d",680.724875971157,2022-08-03
38,"a",518.972576521408,2022-02-25
90,"f",383.707372954853,2022-04-10
28,"e",801.762143505557,2022-03-02
90,"b",461.427863329027,2022-10-22
81,"g",556.274983098935,2022-09-30
87,"j",588.620092142371,2022-05-26
53,"a",464.35342016907,2022-10-03
10,"e",524.909850021442,2022-07-20
41,"e",463.082792612113,2022-11-15
8,"h",504.163104050397,2022-01-02
1,"c",621.737695940137,2022-12-30
80,"a",595.892354310341,2022-03-31
66,"d",456.394317029256,2022-01-03
78,"h",643.980791776081,2022-03-10
12,"b",581.655931246108,2022-05-30
90,"d",324.202271639218,2022-07-07
72,"h",495.195850869871,2022-12-12
41,"h",649.444163480564,2022-05-09
8,"e",185.447996439713,2022-04-20
57,"f",446.687799624503,2022-05-29
73,"g",595.207820867497,2022-04-20
52,"i",546.925382078402,2022-03-27
97,"g",410.455064118029,2022-12-04
67,"d",553.504941177252,2022-01-25
40,"b",424.907415615091,2022-01-11
2,"h",395.222310013667,2022-04-26
65,"h",279.948066061193,2022-11-12
73,"a",585.081711722261,2022-08-07
7,"g",524.118650783377,2022-01-09
77,"b",526.919676443319,2022-09-07
29,"j",662.453666306763,2022-10-20
20,"f",382.246422173855,2022-01-10
78,"d",445.493778397126,2022-03-23
80,"f",419.022419634435,2022-12-21
7,"j",488.148407364584,2022-03-25
100,"c",724.367084973649,2022-07-22
45,"f",610.530805440671,2022-08-20
76,"i",409.258037934943,2022-01-27
25,"h",561.006329102453,2022-08-15
91,"i",391.658182935119,2022-12-03
13,"g",404.079694662138,2022-10-17
84,"c",564.339350129372,2022-03-28
10,"h",605.959779045274,2022-02-04
94,"j",468.78337948056,2022-11-03
41,"b",311.82051192285,2022-06-06
12,"h",555.174664419941,2022-04-02
8,"h",537.965802569803,2022-11-07
71,"h",574.674973469952,2022-06-19
15,"b",344.83271181824,2022-06-29
83,"a",616.017717574652,2022-07-03
49,"i",527.871367325754,2022-11-29
39,"e",334.057073444694,2022-04-23
87,"g",500.475658128999,2022-03-23
35,"c",511.815242034849,2022-06-03
6,"f",598.544568576053,2022-04-08
71,"h",337.105080453199,2022-04-09
4,"i",593.992529846896,2022-06-15
74,"c",501.272897809907,2022-09-19
81,"a",531.558193814155,2022-12-13
48,"h",423.537705948637,2022-04-24
8,"g",463.282681150714,2022-04-11
53,"e",474.84431731186,2022-01-14
67,"c",431.880798156964,2022-10-01
53,"g",482.949614096827,2022-07-15
14,"d",477.00227546444,2022-04-05
28,"i",442.027149354058,2022-09-30
6,"e",513.177825522743,2022-07-11
9,"i",653.857881243447,2022-05-24
33,"g",484.136866169819,2022-10-27
46,"i",320.920562227546,2022-03-24
64,"i",453.334696396618,2022-09-13
19,"g",587.534491578648,2022-06-20
98,"d",365.539442743427,2022-04-23
1,"c",406.310805257793,2022-10-26
92,"i",321.267168487233,2022-05-03
52,"b",592.163007276067,2022-09-03
94,"h",467.950585364953,2022-04-05
68,"a",639.813717305829,2022-10-18
90,"j",644.177772646766,2022-04-16
75,"g",520.487350507834,2022-04-18
5,"b",474.582115066326,2022-06-02
100,"j",482.670905327579,2022-03-19
19,"c",551.890582644246,2022-05-23
35,"b",605.153012060767,2022-10-06
33,"e",491.13801760582,2022-05-08
69,"h",656.161704998032,2022-12-04
61,"a",596.689304592852,2022-10-26
23,"a",494.994228229436,2022-12-30
41,"h",342.774537230832,2022-09-18
89,"b",467.754439588633,2022-07-20
63,"h",355.929107592252,2022-02-12
49,"c",562.585295579018,2022-10-09
85,"d",559.798850572838,2022-09-02
69,"g",528.181288970846,2022-11-30
64,"b",530.677139237277,2022-05-20
76,"d",501.872453960453,2022-01-14
2,"a",463.861970970393,2022-10-04
18,"c",412.215123866264,2022-10-04
4,"g",270.166945814969,2022-11-21
87,"h",502.348465918851,2022-03-29
72,"c",505.277509070559,2022-03-23
65,"g",885.17579714833,2022-11-26
75,"b",666.908173576239,2022-01-08
11,"b",563.151186526554,2022-10-15
79,"i",418.403552207615,2022-11-21
79,"j",370.512248412068,2022-07-08
57,"g",570.00457337639,2022-02-09
56,"a",400.503335296147,2022-12-12
15,"b",585.235039588834,2022-07-12
79,"i",533.354522133853,2022-11-02
52,"i",432.11605275595,2022-02-13
61,"a",458.610416569675,2022-06-19
89,"f",518.060951364426,2022-05-24
36,"f",446.596142709302,2022-08-12
3,"i",505.568339948734,2022-11-17
7,"g",450.152937748955,2022-03-18
68,"i",647.06608825791,2022-07-30
53,"c",522.503897171197,2022-11-03
24,"h",471.746640482976,2022-08-06
68,"j",465.558219661306,2022-08-02
67,"f",407.321114849426,2022-04-08
11,"j",648.766406606443,2022-06-22
74,"i",470.287070134858,2022-09-25
93,"i",519.587710778735,2022-10-28
87,"d",538.630524007851,2022-08-24
5,"i",444.972014846967,2022-10-28
88,"i",485.332132303486,2022-12-11
32,"e",741.717450672506,2022-01-03
89,"a",451.827737746575,2022-04-29
11,"b",458.124035906421,2022-11-24
74,"c",627.879340316658,2022-08-17
79,"e",365.677418662336,2022-04-18
60,"h",507.745330881857,2022-11-09
31,"a",601.627541496775,2022-05-12
74,"g",547.144437750768,2022-09-20
45,"j",584.501620555366,2022-08-20
59,"e",436.2127228558,2022-02-28
24,"g",590.078176645637,2022-10-25
35,"i",596.531455561051,2022-04-06
10,"j",293.568494573888,2022-07-14
64,"b",566.839190938549,2022-09-24
