Id,ActivityDate,TotalSteps,TotalDistance,TotalModTime,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
2022484408,2016-04-21,12453.0,8.739999771,157,0.0,3.329999924,1.110000014,4.309999943,0.0,104,53,255,1028.0,3158
2022484408,2016-04-22,12954.0,9.329999924,62,0.0,4.429999828,0.419999987,4.46999979,0.0,52,10,273,1105.0,2638
2022484408,2016-04-24,13481.0,10.27999973,63,0.0,4.550000191,1.149999976,4.579999924,0.0,37,26,216,1161.0,2529
2022484408,2016-04-25,11369.0,8.010000229,52,0.0,3.329999924,0.219999999,4.460000038,0.0,44,8,217,1171.0,2470
2022484408,2016-04-26,10119.0,7.190000057,79,0.0,1.429999948,0.660000026,5.110000134,0.0,55,24,275,1086.0,2793
2022484408,2016-04-27,10159.0,7.130000114,39,0.0,1.039999962,0.970000029,5.119999886,0.0,19,20,282,1119.0,2463
2022484408,2016-04-28,10140.0,7.119999886,26,0.0,0.409999996,1.330000043,5.389999866,0.0,6,20,291,1123.0,2296
2022484408,2016-04-29,10245.0,7.190000057,61,0.0,0.479999989,1.210000038,5.5,0.0,21,40,281,1098.0,2611
4445114986,2016-04-30,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
2022484408,2016-05-01,10538.0,7.400000095,53,0.0,1.940000057,0.959999979,4.5,0.0,25,28,245,1142.0,2380
2022484408,2016-05-02,10379.0,7.289999962,44,0.0,2.609999895,0.340000004,4.329999924,0.0,36,8,277,1119.0,2473
2022484408,2016-05-03,12183.0,8.739999771,86,0.0,3.99000001,0.460000008,4.28000021,0.0,72,14,250,1104.0,2752
2022484408,2016-05-04,11768.0,8.289999962,63,0.0,2.50999999,0.930000007,4.849999905,0.0,36,27,272,1105.0,2649
2022484408,2016-05-06,10227.0,7.179999828,41,0.0,1.870000005,0.670000017,4.639999866,0.0,24,17,295,1104.0,2498
2022484408,2016-05-07,6708.0,4.710000038,22,0.0,1.610000014,0.079999998,3.019999981,0.0,20,2,149,1269.0,1995
2022484408,2016-05-09,13379.0,9.390000343,82,0.0,2.119999886,1.629999995,5.639999866,0.0,35,47,297,1061.0,2709
2022484408,2016-05-10,12798.0,8.979999542,85,0.0,2.220000029,1.210000038,5.559999943,0.0,57,28,271,1084.0,2797
2022484408,2016-05-11,13272.0,9.319999695,83,0.0,4.179999828,1.149999976,3.99000001,0.0,58,25,224,1133.0,2544
2022484408,2016-05-12,9117.0,6.409999847,32,0.0,1.279999971,0.670000017,4.440000057,0.0,16,16,236,728.0,1853
2026352035,2016-04-12,4414.0,2.74000001,11,0.0,0.189999998,0.349999994,2.200000048,0.0,3,8,181,706.0,1459
2320127002,2016-04-12,10725.0,7.489999771,22,0.0,1.169999957,0.310000002,6.010000229,0.0,13,9,306,1112.0,2124
2320127002,2016-04-25,3588.0,2.420000076,8,0.0,0.230000004,0.200000003,1.99000001,0.0,3,5,152,1280.0,1654
2320127002,2016-05-03,7443.0,5.019999981,30,0.0,1.49000001,0.370000005,3.160000086,0.0,20,10,206,1204.0,1878
2347167796,2016-04-12,10113.0,6.829999924,41,0.0,2.0,0.620000005,4.199999809,0.0,28,13,320,964.0,2344
2347167796,2016-04-13,10352.0,7.010000229,51,0.0,1.659999967,1.940000057,3.410000086,0.0,19,32,195,676.0,2038
2347167796,2016-04-14,10129.0,6.699999809,49,0.0,0.02,2.74000001,3.940000057,0.0,1,48,206,705.0,2010
4445114986,2016-04-16,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
2347167796,2016-04-18,8247.0,5.449999809,27,0.0,0.790000021,0.860000014,3.789999962,0.0,11,16,206,678.0,1944
2347167796,2016-04-21,10080.0,6.75,49,0.0,1.850000024,1.529999971,3.380000114,0.0,23,26,208,761.0,2048
2347167796,2016-04-22,7804.0,5.159999847,36,0.0,0.560000002,1.679999948,2.920000076,0.0,9,27,206,781.0,1946
2347167796,2016-04-23,16901.0,11.36999989,67,0.0,2.779999971,1.450000048,7.150000095,0.0,32,35,360,591.0,2629
2347167796,2016-04-25,9482.0,6.380000114,26,0.0,1.269999981,0.519999981,4.599999905,0.0,15,11,277,653.0,2095
2347167796,2016-04-27,11423.0,7.579999924,35,0.0,1.860000014,0.400000006,5.320000172,0.0,26,9,295,623.0,2194
2873212765,2016-04-12,8796.0,5.909999847,23,0.0,0.109999999,0.930000007,4.880000114,0.0,2,21,356,1061.0,1982
2873212765,2016-04-16,9685.0,6.650000095,48,0.0,3.109999895,0.02,3.50999999,0.01,47,1,305,1087.0,2148
2873212765,2016-04-20,9202.0,6.300000191,27,0.0,1.50999999,0.119999997,4.659999847,0.01,22,5,378,1035.0,2094
2873212765,2016-04-22,7286.0,4.900000095,46,0.0,0.460000008,0.0,4.420000076,0.02,46,0,366,1028.0,2241
2873212765,2016-04-23,9317.0,6.349999905,33,0.0,2.089999914,0.230000004,4.019999981,0.01,28,5,330,1077.0,2021
2873212765,2016-04-24,6873.0,4.679999828,47,0.0,3.0,0.059999999,1.620000005,0.0,46,1,190,1203.0,1898
2873212765,2016-04-26,8242.0,5.539999962,7,0.0,0.119999997,0.180000007,5.239999771,0.0,2,5,309,1124.0,1882
2873212765,2016-04-28,7913.0,5.409999847,35,0.0,2.160000086,0.340000004,2.910000086,0.0,28,7,213,1192.0,1835
2873212765,2016-04-29,7365.0,4.949999809,43,0.0,1.360000014,1.409999967,2.180000067,0.0,20,23,206,1191.0,1780
2873212765,2016-05-01,7399.0,4.96999979,25,0.0,0.49000001,1.039999962,3.440000057,0.0,7,18,196,1219.0,1739
2873212765,2016-05-05,8314.0,5.610000134,36,0.0,0.779999971,0.800000012,4.03000021,0.0,13,23,311,1093.0,1971
2873212765,2016-05-07,4940.0,3.380000114,86,0.0,2.279999971,0.550000012,0.550000012,0.0,75,11,52,1302.0,1897
2873212765,2016-05-08,8168.0,5.539999962,46,0.0,2.900000095,0.0,2.640000105,0.0,46,0,326,1068.0,2096
3372868164,2016-04-13,9715.0,6.630000114,24,0.0,0.99000001,0.340000004,5.269999981,0.02,16,8,371,1045.0,2093
3372868164,2016-04-17,8199.0,5.880000114,13,0.0,1.409999967,0.100000001,4.360000134,0.01,11,2,322,1105.0,1964
3372868164,2016-04-18,6798.0,4.639999866,27,0.0,1.080000043,0.200000003,3.349999905,0.0,20,7,343,1070.0,2014
3372868164,2016-04-20,4880.0,3.329999924,18,0.0,0.839999974,0.090000004,2.380000114,0.02,15,3,274,1148.0,1867
3372868164,2016-04-21,8857.0,6.070000172,27,0.0,1.149999976,0.25999999,4.639999866,0.01,18,9,376,1037.0,2124
3372868164,2016-04-23,7396.0,5.070000172,22,0.0,1.399999976,0.079999998,3.579999924,0.0,20,2,303,1115.0,1995
3372868164,2016-04-24,6731.0,4.590000153,21,0.0,0.889999986,0.189999998,3.49000001,0.02,14,7,292,1127.0,1921
3372868164,2016-04-26,8283.0,5.789999962,24,0.0,1.850000024,0.050000001,3.869999886,0.01,22,2,333,1083.0,2057
3372868164,2016-04-27,7904.0,5.420000076,37,0.0,1.580000043,0.629999995,3.190000057,0.01,24,13,346,1057.0,2095
3977333714,2016-04-12,8856.0,5.980000019,63,0.0,3.059999943,0.910000026,2.00999999,0.0,44,19,131,777.0,1450
3977333714,2016-04-14,7641.0,5.110000134,28,0.0,0.319999993,0.970000029,3.819999933,0.0,5,23,214,801.0,1433
3977333714,2016-04-15,9010.0,6.059999943,57,0.0,1.049999952,1.75,3.25999999,0.0,15,42,183,644.0,1468
3977333714,2016-04-17,10415.0,6.96999979,69,0.0,0.699999988,2.349999905,3.920000076,0.0,11,58,205,600.0,1529
4445114986,2016-04-18,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
3977333714,2016-04-19,12414.0,8.779999733,86,0.0,2.24000001,2.450000048,3.960000038,0.0,19,67,221,738.0,1638
3977333714,2016-04-22,8911.0,5.960000038,45,0.0,2.329999924,0.579999983,3.059999943,0.0,33,12,188,731.0,1481
4445114986,2016-04-24,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
3977333714,2016-04-25,11177.0,8.479999542,59,0.0,5.619999886,0.430000007,2.410000086,0.0,50,9,133,781.0,1570
4445114986,2016-04-26,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
3977333714,2016-04-29,10645.0,7.75,68,0.0,3.74000001,1.299999952,2.710000038,0.0,36,32,150,744.0,1545
3977333714,2016-04-30,13238.0,9.199999809,95,0.0,3.690000057,2.099999905,3.410000086,0.0,43,52,194,687.0,1650
3977333714,2016-05-01,10414.0,7.070000172,81,0.0,2.670000076,1.980000019,2.410000086,0.0,41,40,124,691.0,1501
4445114986,2016-05-02,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
3977333714,2016-05-03,14335.0,9.590000153,88,0.0,3.319999933,1.74000001,4.53000021,0.0,47,41,258,594.0,1710
4445114986,2016-05-04,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4445114986,2016-05-05,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
3977333714,2016-05-06,11677.0,8.279999733,84,0.0,3.109999895,2.50999999,2.670000076,0.0,29,55,168,676.0,1590
4445114986,2016-05-09,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4020332650,2016-04-16,1982.0,1.419999957,86,0.0,0.449999988,0.370000005,0.589999974,0.0,65,21,55,1222.0,3051
4020332650,2016-05-04,10252.0,7.349999905,59,0.0,0.670000017,1.039999962,5.579999924,0.0,13,46,346,531.0,3879
4445114986,2016-05-05,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4020332650,2016-05-11,3689.0,2.650000095,10,0.0,0.109999999,0.170000002,2.329999924,0.0,2,8,134,1296.0,2645
4319703577,2016-04-14,10210.0,6.880000114,10,0.0,0.109999999,0.330000013,6.440000057,0.0,1,9,339,589.0,2302
4319703577,2016-04-26,9899.0,6.639999866,29,0.0,0.569999993,0.920000017,5.150000095,0.0,8,21,288,649.0,2236
4319703577,2016-04-27,10780.0,7.230000019,53,0.0,0.409999996,1.919999957,4.909999847,0.0,6,47,300,680.0,2324
4319703577,2016-04-29,7990.0,5.360000134,24,0.0,0.449999988,0.790000021,4.119999886,0.0,6,18,289,624.0,2175
4319703577,2016-04-30,8221.0,5.519999981,44,0.0,0.400000006,1.610000014,3.50999999,0.0,6,38,196,695.0,2092
4319703577,2016-05-03,9648.0,6.46999979,34,0.0,0.579999983,1.070000052,4.829999924,0.0,8,26,287,669.0,2235
4319703577,2016-05-05,13658.0,9.489999771,61,0.0,2.630000114,1.409999967,5.449999809,0.0,27,34,328,957.0,2530
4319703577,2016-05-06,9524.0,6.420000076,17,0.0,0.409999996,0.469999999,5.460000038,0.0,6,11,314,692.0,2266
4319703577,2016-05-07,7937.0,5.329999924,31,0.0,0.189999998,1.049999952,4.079999924,0.0,3,28,279,586.0,2158
4388161847,2016-04-18,11009.0,9.100000381,35,0.0,3.559999943,0.400000006,5.139999866,0.0,27,8,239,1017.0,3274
4388161847,2016-04-20,10553.0,8.119999886,61,0.0,1.100000024,1.720000029,5.289999962,0.0,19,42,228,696.0,3083
4388161847,2016-04-22,12139.0,9.340000153,102,0.0,3.299999952,1.110000014,4.920000076,0.0,77,25,220,945.0,3544
4388161847,2016-04-23,13236.0,10.18000031,63,0.0,4.5,0.319999993,5.349999905,0.0,58,5,215,749.0,3306
4388161847,2016-04-24,10243.0,7.880000114,22,0.0,1.080000043,0.50999999,6.300000191,0.0,14,8,239,584.0,2885
4388161847,2016-04-25,12961.0,9.970000267,42,0.0,0.730000019,1.399999976,7.840000153,0.0,11,31,301,1054.0,3288
4388161847,2016-04-26,9461.0,7.28000021,37,0.0,0.939999998,1.059999943,5.269999981,0.0,14,23,224,673.0,2929
4388161847,2016-04-27,11193.0,8.609999657,59,0.0,0.699999988,2.50999999,5.389999866,0.0,11,48,241,684.0,3074
4388161847,2016-04-28,10074.0,7.75,28,0.0,1.289999962,0.430000007,6.03000021,0.0,19,9,234,878.0,2969
4388161847,2016-04-29,9232.0,7.099999905,29,0.0,0.800000012,0.889999986,5.420000076,0.0,13,16,236,1175.0,2979
4388161847,2016-04-30,12533.0,9.640000343,57,0.0,0.699999988,2.0,6.940000057,0.0,14,43,300,537.0,3283
4388161847,2016-05-02,10096.0,8.399999619,37,0.0,3.769999981,0.079999998,4.550000191,0.0,33,4,204,935.0,3147
4388161847,2016-05-03,12727.0,9.789999962,36,0.0,1.129999995,0.779999971,7.880000114,0.0,18,18,306,984.0,3290
4388161847,2016-05-05,9603.0,7.380000114,51,0.0,0.629999995,1.669999957,5.090000153,0.0,12,39,199,896.0,2899
4388161847,2016-05-06,13175.0,10.13000011,78,0.0,2.109999895,2.089999914,5.929999828,0.0,33,45,262,1100.0,3425
4445114986,2016-05-07,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4445114986,2016-05-08,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4388161847,2016-05-10,10299.0,7.920000076,27,0.0,0.810000002,0.649999976,6.460000038,0.0,13,14,267,648.0,3061
4445114986,2016-04-18,6155.0,4.239999771,31,0.0,2.0,0.289999992,1.950000048,0.0,25,6,162,1247.0,2248
4445114986,2016-04-26,6326.0,4.409999847,30,0.0,2.410000086,0.039999999,1.960000038,0.0,29,1,180,839.0,2291
4445114986,2016-04-27,7243.0,5.03000021,33,0.0,2.619999886,0.029999999,2.380000114,0.0,32,1,194,839.0,2361
4445114986,2016-05-02,6910.0,4.75,31,0.0,2.210000038,0.189999998,2.349999905,0.0,27,4,200,667.0,2336
4445114986,2016-05-03,7502.0,5.179999828,32,0.0,2.480000019,0.109999999,2.579999924,0.0,30,2,233,725.0,2421
4445114986,2016-05-05,3800.0,2.549999952,8,0.0,0.119999997,0.239999995,2.180000067,0.0,2,6,185,734.0,2120
4445114986,2016-05-07,5183.0,3.589999914,30,0.0,2.130000114,0.189999998,1.25,0.0,26,4,108,866.0,2123
4445114986,2016-05-11,9105.0,6.110000134,56,0.0,2.25,1.0,2.859999895,0.0,34,22,232,622.0,2499
4558609924,2016-04-13,4978.0,3.289999962,26,0.0,1.24000001,0.439999998,1.610000014,0.0,19,7,127,1287.0,1722
4558609924,2016-04-16,7289.0,4.820000172,20,0.0,0.550000012,0.75,3.5,0.0,8,12,308,1112.0,1997
4558609924,2016-04-17,9634.0,6.400000095,26,0.0,0.550000012,1.139999986,4.710000038,0.0,7,19,304,1110.0,2117
4558609924,2016-04-18,8940.0,5.909999847,29,0.0,0.980000019,0.930000007,4.0,0.0,14,15,331,1080.0,2116
4558609924,2016-04-19,5401.0,3.569999933,10,0.0,0.050000001,0.360000014,3.160000086,0.0,1,9,248,1182.0,1876
4558609924,2016-04-21,13743.0,9.079999924,27,0.0,0.419999987,0.970000029,7.699999809,0.0,6,21,432,844.0,2486
4558609924,2016-04-26,9148.0,6.050000191,53,0.0,0.430000007,2.029999971,3.589999914,0.0,12,41,283,1062.0,2223
4558609924,2016-04-27,9557.0,6.320000172,41,0.0,1.960000038,0.889999986,3.460000038,0.0,27,14,312,1087.0,2098
4558609924,2016-04-28,9451.0,6.25,12,0.0,0.02,0.270000011,5.949999809,0.0,1,11,367,985.0,2185
4558609924,2016-04-29,7833.0,5.179999828,44,0.0,1.019999981,1.850000024,2.309999943,0.0,15,29,197,1096.0,1918
4558609924,2016-04-30,10319.0,6.820000172,36,0.0,0.469999999,1.889999986,4.460000038,0.0,7,29,293,1111.0,2105
4558609924,2016-05-03,5267.0,3.480000019,31,0.0,0.600000024,0.280000001,2.599999905,0.0,21,10,237,1172.0,1953
4558609924,2016-05-07,8237.0,5.440000057,39,0.0,1.610000014,1.0,2.829999924,0.0,23,16,233,1116.0,1973
4558609924,2016-05-08,6543.0,4.329999924,101,0.0,1.799999952,0.5,2.019999981,0.0,66,35,238,1019.0,2666
4558609924,2016-05-09,11451.0,7.570000172,36,0.0,0.430000007,1.620000005,5.519999981,0.0,6,30,339,1065.0,2223
4558609924,2016-05-10,6435.0,4.25,29,0.0,0.74000001,1.120000005,2.390000105,0.0,11,18,220,1191.0,1889
4558609924,2016-05-11,9108.0,6.019999981,35,0.0,0.25999999,1.820000052,3.940000057,0.0,4,31,324,1081.0,2131
4702921684,2016-04-16,11140.0,9.029999733,27,0.0,0.239999995,1.25,7.539999962,0.0,3,24,335,556.0,3328
4445114986,2016-04-17,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4702921684,2016-04-18,9105.0,7.380000114,52,0.0,1.820000052,1.49000001,4.070000172,0.0,22,30,191,890.0,3013
4702921684,2016-04-19,6708.0,5.440000057,18,0.0,0.879999995,0.370000005,4.190000057,0.0,10,8,179,757.0,2812
4702921684,2016-04-20,8793.0,7.130000114,31,0.0,0.159999996,1.230000019,5.730000019,0.0,2,29,260,717.0,3061
4702921684,2016-04-21,6530.0,5.300000191,45,0.0,0.310000002,2.049999952,2.940000057,0.0,4,41,144,901.0,2729
4445114986,2016-04-23,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4445114986,2016-04-24,7405.5,5.2449998855,21,0.0,0.209999993,0.239999995,3.3649998905,0.0,4,6,199,1057.5,2134
4702921684,2016-04-25,9167.0,7.429999828,21,0.0,0.49000001,0.819999993,6.110000134,0.0,6,15,270,730.0,3064
4702921684,2016-04-27,7047.0,5.71999979,17,0.0,0.090000004,0.800000012,4.78000021,0.0,1,16,238,733.0,2908
4702921684,2016-04-28,9023.0,7.320000172,23,0.0,1.129999995,0.419999987,5.769999981,0.0,14,9,232,738.0,3033
4702921684,2016-04-30,10144.0,8.229999542,40,0.0,0.319999993,2.029999971,5.880000114,0.0,4,36,263,728.0,3115
4702921684,2016-05-02,7245.0,5.920000076,45,0.0,0.379999995,1.74000001,3.75999999,0.0,5,40,195,1131.0,2859
4702921684,2016-05-05,8614.0,6.989999771,13,0.0,0.670000017,0.219999999,6.090000153,0.0,8,5,241,745.0,3006
4702921684,2016-05-11,9810.0,7.960000038,51,0.0,0.779999971,2.160000086,4.980000019,0.0,10,41,235,784.0,3069
5553957443,2016-04-14,17022.0,11.11999989,102,0.0,4.0,2.450000048,4.670000076,0.0,61,41,256,693.0,2324
5553957443,2016-04-15,16556.0,10.85999966,96,0.0,4.159999847,1.980000019,4.710000038,0.0,58,38,239,689.0,2254
5553957443,2016-04-19,15482.0,10.10999966,97,0.0,4.28000021,1.659999967,4.179999828,0.0,69,28,249,756.0,2284
5553957443,2016-04-21,12346.0,8.06000042,89,0.0,2.950000048,2.160000086,2.960000038,0.0,47,42,177,801.0,2066
5553957443,2016-04-22,11682.0,7.630000114,41,0.0,1.379999995,0.629999995,5.599999905,0.0,25,16,270,781.0,2105
5553957443,2016-04-25,10946.0,7.190000057,62,0.0,2.930000067,0.569999993,3.690000057,0.0,51,11,201,732.0,2033
