headlines,description,content,url,category
"IIT-Kanpur Placements: Total 891 offers were made on Day 8, top recruiters include Microsoft, Fujitsu",IIT-Kanpur Placements: The offers were extended to 818 students and about 21 students from the IIT-Kanpur have been offered international jobs.,"IIT-Kanpur Placements: The Indian Institute of Technology Kanpur has recorded a total of 891 full-time offers including pre-placement offers (PPOs) in these eight days of ongoing placement. The offers were extended to 818 students and about 21 students from the IIT-Kanpur have been offered international jobs.
During the ongoing placement season, as per IIT-K, renowned industry giants such as Microsoft, Fujitsu, Samsung, Reliance, Goldman Sachs, McKinsey, Texas Instruments, Qualcomm, Deutsche Bank, Tata Projects, Navi, Uniorbit, ICICI Bank, EXL, NPCL, Intel, TSMC, and others have emerged as top recruiters, underscoring the exceptional talent pool at IIT Kanpur.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/jeemain-2024-iit-kanpur-placements-day-8-891-offers-were-made-top-recruiters-include-microsoft-fujitsu-9063303/,education
NLUD & SOAS launch joint LLM/MA in Environmental Justice in South Asia,"Applications for this joint degree open today (December 11), and the first cohort of students is expected to join in September 2024.","The National Law University, Delhi (NLUD) today signed an agreement with SOAS University of London to offer students a one-year Joint LLM/MA in Environmental Justice in South Asia. The joint degree is co-designed, and will be co-delivered and co-awarded by both the universities.
Applications for this joint degree open today (December 11), and the first cohort of students is expected to join in September 2024. Students can find out more about the course and apply on SOAS webpages and NLUD webpages.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/study-abroad/nlud-soas-launch-joint-llm-ma-in-environmental-justice-in-south-asia-9063188/,education
NEET UG toppers find this section tough; here’s how to tackle it,"NEET UG 2024: The difficulty level of AR questions varies across different subjects – physics, chemistry and biology. While some find it relatively easier in biology, others face challenges in physics and chemistry.","– Saurabh Kumar
NEET UG 2024: The National Eligibility cum Entrance Test (NEET) UG is the sole exam in India for admission to undergraduate medical and allied programmes. Aspirants are required to navigate through a rigorous examination that tests their knowledge, critical thinking and problem-solving skills in physics, chemistry and biology. Among the various question types asked in NEET UG, Assertion and Reasoning (AR) questions stand out as a unique challenge, requiring a strategic approach and a deep understanding of the subject matter.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/neet-ug-how-can-i-tackle-assertion-and-reasoning-questions-9058232/,education
"AILET 2024 answer key released for BA LLB (Hons), LLM, PhD papers at nationallawuniversitydelhi.in",AILET 2024: Candidates who appeared for the exam can check the answer keys at the official NLU website -- nationallawuniversitydelhi.in.,"AILET 2024: The National Law University Delhi (NLU Delhi) today released the All India Law Entrance Test (AILET 2024) answer keys for BA LLB, LLM and PhD exams. Candidates who appeared for the exam can check the answer keys at the official NLU website — nationallawuniversitydelhi.in.
Candidates can raise objections against the given answer keys before 8 am of December 12 (Tuesday).
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/ailet-2024-answer-key-released-for-ba-llb-hons-llm-phd-papers-at-nationallawuniversitydelhi-in-9063087/,education
UPSC CSE Result: How to fill DAF II,"Meanwhile, nearly 63% candidates who were recommended by the UPSC for the Civil Services Examinations (Mains) in the years 2017-21 are from the engineering stream","The Union Public Service Commission (UPSC) has released the Detailed Application Form-II (DAF-II) for the Civil Services Examination, 2023. Candidates who have successfully qualified the main exam have to fill the DAF to appear for the personality test. DAF-II can be accessed at the official website – upsc.gov.in or upscoline.nic.in
UPSC CSE Main result was released last week. The dates of Personality Tests (interviews) of these candidates will be notified in due course, which will be held in the Office of the Union Public Service Commission at Dholpur House, Shahjahan Road, New Delhi-110069.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/upsc-cse-result-how-to-fill-daf-ii-9062976/,education
LSAT India 2024: Registration to conclude on January 10; apply at lsatindia.in,"LSAT 2024 India exam is scheduled to be conducted on January 20 and 21, 2024. As of now, the date for release of score cards has not been declared.","The Law School Admission Council (LSAC) today announced that the Law School Admission Test (LSAT) — India will be offered twice in 2024 – once in January and again in May. Interested candidates can register for the exam at  the official LSAT website — lsatindia.in.
As per the schedule, the LSAT 2024 India exam (conducted by Pearson VUE) is scheduled to be conducted on January 20 and 21, 2024. As of now, the date for release of score cards has not been declared.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/lsat-india-2024-registration-to-conclude-on-january-10-apply-at-lsatindia-in-9063038/,education
"7 months after UGC directive, no ombudsperson for students’ grievances in 584 of 1,090 varsities","As a first step, the UGC has proposed to issue an advisory to universities to comply with the UGC (Redressal of Grievances of Students) Regulations 2023 by December 31, 2023 on the UGC website.","More than seven months after the Higher Education regulator directed all universities to appoint an ombudsperson to redress student grievances, 584 of 1,090 are yet to comply with it, The Indian Express has learnt.
Data accessed by The Indian Express shows that 44 of 45 central universities, 197 of 474 state-run universities, 144 of 447 private universities and 121 of 124 deemed universities have so far appointed an ombudsperson.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/no-ombudsperson-for-students-grievances-in-584-of-1090-varsities-9062731/,education
GATE 2024: Rectify defective application forms by December 11 at goaps.iisc.ac.in,"GATE 2024: To make changes, candidates will have to login at the official website -- goaps.iisc.ac.in. Candidates have time till December 11 to make changes in their GATE 2024 applications.","GATE 2024: The Indian Institute of Sciences (IISc), Bangalore today announced that some candidates have been given a chance to rectify the application forms that have been scrutinised and identified to be defective. To make changes, candidates will have to login at the official website — goaps.iisc.ac.in.
Candidates have time till December 11 to make changes in their GATE 2024 applications.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/gate-2024-rectify-defective-application-forms-by-december-11-at-goaps-iisc-ac-in-9062366/,education
"University of Sheffield invites applications for international PG scholarship 2024, know eligibility here","Candidates should remember that no application is required for this scholarship, as subject to meeting the eligibility and award criteria, the international postgraduate taught Sheffield scholarship 2024 will be awarded automatically.","The University of Sheffield is offering ‘international postgraduate scholarship 2024’ to foreign students joining the varsity to study a taught masters programme in September 2024. The scholarship is worth £2,000 for courses in the Faculty of Arts and Humanities and Faculty of Social Sciences and £2,500 for courses in the Faculty of Engineering, Faculty of Health, and Faculty of Science.
Candidates should remember that no application is required for this scholarship, as subject to meeting the eligibility and award criteria, the international postgraduate taught Sheffield scholarship 2024 will be awarded automatically. Also, the scholarships will take the form of a tuition fee reduction only.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/study-abroad/university-of-sheffield-invites-applications-for-international-pg-scholarship-2024-9055425/,education
IIT Kanpur alumnus Ashish Karandikar donates 1.6 crore to his alma mater for 3 endowed programs,"He made the donation to his alma mater to establish three endowed programmes aimed at fostering innovation, excellence, and academic growth within the Electrical Engineering department at IIT Kanpur.","The Indian Institute of Technology, Kanpur (IIT-K) has received a donation of USD 200,000 USD (Rs 1,60,00,000) from its US-based alumnus Ashish Karandikar. The alumnus is the brother of Dr Abhay Karandikar, Secretary, Department of Science and Technology, Government of India, former Director and alumnus of IIT Kanpur.
He made the donation to his alma mater to establish three endowed programmes aimed at fostering innovation, excellence, and academic growth within the Electrical Engineering department at IIT Kanpur.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/iit-kanpur-alumnus-ashish-karandikar-donation-1-crore-3-endowed-programs-9062106/,education
‘My outlook on life changed after coming to IIT Bombay’ | Life in an IIT,Life in an IIT: The IIT Bombay's fourth year BTech student is interested in aerospace engineering and is planning to appear for GRE and go abroad for masters.,"– Anjali Antil
My inclination towards mathematics and science developed more while I was in Class 11. Unlike many students who wanted to become a doctor, engineer or teacher, my only dream was to study at the Indian Institute of Technology (IIT). I enrolled myself at a coaching institute in Kota after my Class 12 was over in 2019. I followed the timetable suggested by the coaching institute. Being regular with my studies, taking mock tests and going through the NCERTs helped me crack the Joint Entrance Examination (JEE).
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/jee-main-2024-life-in-an-iit-bomba-outlook-on-life-changed-9051033/,education
Facing accommodation challenges in a foreign country? Here’s what a student can do,"Study Abroad: By carefully weighing on-campus and off-campus options, addressing poor living conditions and implementing solutions can help navigate the challenges posed by accommodation uncertainties in a foreign country. ","– Yatharth Gulati
After the onslaught of the Covid-19 pandemic, international students are encountering a myriad of accommodation issues which is also adding an extra layer of complexity to their academic pursuits. This article delves into the multifaceted aspects of this challenge, offering guidance on how students can effectively cope with the evolving landscape of accommodation in the post-Covid era.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/study-abroad/facing-accommodation-challenges-in-a-foreign-country-heres-what-a-student-can-do-9059767/,education
"Assam AHSEC HS datesheet 2024 released, exams from February 12","Assam AHSEC HS datesheet 2024: Class 12 exams will begin with English subject on February 12, 2024 (afternoon shift), and will conclude with Multimedia and web technology on March 13, 2024 (afternoon shift).","Assam AHSEC HS datesheet 2024: The Assam Higher Secondary Education Council (AHSEC) has released the HS datesheet for board exams 2024. As per the schedule, Assam HS 2024 exams will be conducted from February 12 to March 13, 2024.
The Assam Class 12 board exams will be conducted in two shifts: the first shift from 9 am to 12 pm and the second from 1:30 pm to 4:30 pm. Ten minutes extra time is allowed from 8:50 am.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/assam-board-exam-2024-ahsec-hs-class-12th-datesheet-9058696/,education
"CUET UG 2024: Main topics of micro, macro, Indian Economics; tips to ace exam","In this article we will discuss the syllabus, glimpse of exam paper and it’s pattern along with the techniques and tips to prepare for CUET Economics.","CUET UG 2024: CUET at UG level offers 27 domain subjects in its section II, and Economics is one of the subjects. As a subject, Economics is full of interesting content that relates to the everyday life of people.
Looking at the past trend of papers, the difficulty level of economics papers is not hard. A student having thorough knowledge about the subject can easily attempt the paper and can score qualifying marks. 
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/cuet-ug-2024-main-topics-of-micro-macro-indian-economics-tips-to-ace-exam-9053648/,education
"CISCE Board cancels ICSE, ISC compartment exams; introduces re-evaluation scheme",ICSE exam 2024 will be held from February 21 and ISC exams from February 12. CISCE will declare the Class 10 and 12 board exam results 2024 in May.,"The Council for the Indian School Certificate Examinations (CISCE) has cancelled compartment exams for the 2024 board exams. Instead, they have decided to introduce the re-evaluation of answer scripts.
CISCE conducts the Indian Certificate of Secondary Education (ICSE) and Indian School Certificate (ISC) exams annually.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/cisce-board-cancels-icse-isc-compartment-exams-introduces-re-evaluation-scheme-9061065/,education
UGC NET December Admit Card 2023: Phase II hall tickets released,UGC NET Admit Card 2023: NTA will conduct phase 2 exam in two shifts for a total of 41 subjects.,"UGC NET Admit Card 2023: The National Testing Agency (NTA) on December 8 issued the UGC NET phase 2 admit card 2023 on their official website. Candidates appearing for phase 2 exam can download the UGC NET admit card 2023 at ugcnet.nta.ac.in.
The admit card for the first phase was released early this week. To download the admit card, the candidates can use their login details.
The UGC NET phase 2 exam will be conducted between December 11 and 14.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/ugc-net-december-admit-card-2023-phase-ii-hall-tickets-released-9060878/,education
IIT Guwahati Placements 2023: 712 total offers till Dec 6; Rs 1.20 crore highest domestic offer,"IIT Guwahati Placement 2023: While 38 per cent were recruited for core industries, 36 per cent got software development and product roles and 26 per cent, analyst and finance profiles.","IIT Guwahati Placement: The Indian Institute of Technology (IIT) Guwahati received a total of 712 total offers till December 6 during its 2023-24 placement session. The offers were made across multiple roles including core, software development, product, analyst and finance. The highest domestic offer received till now is Rs 1.20 crore and Rs 2.05 crore internationally.
According to a social media post by IIT Guwahati, 38 per cent of the students were recruited for the core industries, while 36 per cent of them got software development and product roles. 26 per cent of the IIT Guwahati students were offered analyst and finance profiles.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/iit-guwahati-placements-2023-total-offers-till-dec-6-highest-domestic-offer-jee-main-2024-9059628/,education
UPSC declares CSE Mains Result 2023,UPSC Mains Result 2023 Released at upsc.gov.in: Candidates who appeared in the exam can check result at the official website — upsc.gov.in.,"UPSC Mains Result 2023 Released at upsc.gov.in: The Union Public Service Commission (UPSC) today (December 8) released the result for Civil Services mains result 2023. Candidates who appeared in the exam can check result at the official website — upsc.gov.in.
This year, the UPSC Civil Services Main exam were conducted from September 15 to 24. The result of 28 candidates has been kept withheld due to pending Court Cases. The marks sheets of all the candidates, will be uploaded on the Commission’s website within 15 days from the date of publication of the final result [after conducting Personality Tests (Interview)] and will remain available on the website for 30 days.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/upsc-cse-mains-result-2023-declared-how-to-check-9060130/,education
"‘Relook research projects, engineering education and bridge industry gap,’ says IIT alumni association","The two-day event will also help participants create new ideas, products, processes, or services that bring positive change to society.","The Pan IIT Alumni of India, a society of IIT graduates urged the IITs and other premier institutions in the country to reimagine and relook their research projects and engineering education and further bridge the gap between industry and academia through collaborations. Chairman of the society Debashish Bhattacharyya who was speaking at the “PIWOT – World of Technology event here in Bengaluru, emphasised that translation of research into productive output has been the ‘weakest link’ among the IITs. He also believes that research works should be made more accessible for industries to deliver outcomes that are measurable, visible and help develop conversations between researchers and the industries.
As a result, the alumni association has also released a vision document that lists a series of objectives that the association will be working on in order to help address the various academic, pedagogical and structural challenges of IITs and other institutions.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/relook-research-projects-engineering-education-and-bridge-industry-gap-says-iit-alumni-association-9059971/,education
‘Indian students should work on oral communication skills’: ETS,"Be it TOEFL or GRE, India features in the top 5 of the list of countries that have majority of the test takers. Keeping this in mind, ETS official talks about how the recent developments and changes can help Indian students.","While students in different streams are using Artificial Intelligence (AI) to seek help in their exams, ETS, an Educational Testing Service, has adopted AI and other emerging technology advancements to help make the offerings better as well as create new ones. Rohit Sharma, Global SVP – Higher Education & Work Skills, ETS (TOEFL and GRE) talks to indianexpress.com about using technology to advance test-taking environment.
In the Financial Year 22, there were a total of 34 per cent female and 66 per cent male candidates in India in TOEFL, and there was a 63 per cent increase in overall TOEFL test takers in India from the financial year 2021. Also, as per the data accessed by indianexpress.com, the majority of score reports from India have been sent to the Netherlands, Germany, the United Kingdom, the US and Canada.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/study-abroad/indian-students-should-work-on-oral-communication-skills-ets-9026152/,education
"Putting up selfie points in colleges with PM’s picture not mandatory, says Pradhan",UGC had last week asked universities and colleges across the country to set up selfie points in their campuses to raise awareness among youngsters about India's achievements in various fields.,"Union Education Minister Dharmendra Pradhan on Thursday said colleges have been asked to set up selfie points with pictures of Prime Minister Narendra Modi because he has made the country proud globally but it is not mandatory for students to click photos. “We have been seeing since childhood that pictures of the president, prime minister and Mahatma Gandhi are on the walls in the schools and offices. Now, when we are putting selfie points with pictures of a leader who has made us proud globally and taken the country to different heights, what is your problem? It is a democracy… If you don’t want to click selfies, don’t,” Pradhan said, responding to objections raised by some members in Lok Sabha.
“Children are clicking selfies, they are celebrating it. It is not mandatory… but a matter of pride… the prime minister of a country is not of any party or class but of everyone,” he said.
The University Grants Commission (UGC) had last week asked universities and colleges across the country to set up selfie points at strategic locations in their campuses to raise awareness among youngsters about India’s achievements in various fields.
ALSO READ | UGC releases draft guidelines on short-term skill courses
The institutions can only put up the selfie points in accordance with the approved designs in 3D layouts shared by the Ministry of Education, the UGC had said.
The Congress had criticised the Centre over this, alleging Modi was leaving no stone unturned to save his “flailing image” in the run-up to next year’s Lok Sabha polls.",https://indianexpress.com/article/education/putting-up-selfie-points-in-colleges-with-pms-picture-not-mandatory-says-pradhan-9059612/,education
"ICSE Date Sheet 2024: Class 10th exams to begin on Feb 21, Class 12th from Feb 12",ICSE Board Exam Date 2024: The CISCE will announce the Class 10 and Class 12 results in May.,"ICSE, ISC Board Exam 2024 Date Sheet Released: The Council for the Indian School Certificate Examinations (CISCE), which administers the ICSE Class 10 and ISC Class 12 annual exams, today announced the dates for the 2024 annual exams. The ICSE Class 10 and ISC Class 12 exams will be held from February 21 and February 12, 2024 respectively. The detailed timetable is available on the official website – cisce.org. While the Class 10 exams will be held from 11 am for two hours’ duration, the Class 12 exams will be conducted between 2 pm and 5 pm for most papers. Students will get an extra 15 minutes of reading time to read the question paper.
The Class 10 exams will begin with the English language – English paper 1 on the first day of exam. The ICSE exam will conclude on March 28.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/cisce-class-10th-icse-12th-isc-2024-exam-time-tables-out-datesheets-9059402/,education
A Lesson from IIT | Envisioning frameworks for inclusive growth of India through ‘techno-social’ entrepreneurship informed by UN SDGs,"The multifaceted nature of developmental efforts requires a convergence between educational trajectory, entrepreneurial pursuits, and overarching imperative for inclusive financial growth.","— Tiju Thomas
India’s trajectory toward inclusive growth embodies both remarkable progress and intricate challenges. Our nation has placed significant emphasis on financial inclusion as a key driver of growth. The overarching goal in our pursuit of inclusive growth is to broaden access to formal financial services across all societal segments, thereby nurturing economic stability, alleviating poverty, and fostering equitable development.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/a-lesson-from-iit-envisioning-frameworks-for-inclusive-growth-of-india-through-techno-social-entrepreneurship-informed-by-un-sdgs-jee-main-2024-9058057/,education
UGC releases draft guidelines on short-term skill courses,UGC also emphasised that the maximum student intake in one short-term skill development course should not exceed 60 for each cohort.,"The University Grants Commission (UGC) today approved the guidelines for the introduction of short-term skill development courses in higher educational institutes. The guideline has been prepared in line with the New Education Policy (NEP), 2020.
The objective of this guideline is to formulate the premise for integrating skilling into higher education at all levels and for introducing short-term industry-relevant courses (certificate courses) in the Higher Educational Institutes (HEIs) to bridge the skill gap, and to provide holistic and specialised education with a focus on practical training, enabling individuals to acquire hands-on experience.",https://indianexpress.com/article/education/ugc-releases-guidelines-on-short-term-skill-courses-9058627/,education
"UPSC CSE: Political Science, International Relations most preferred additional subject; engineers continue to dominate result","The Minister also informed that the majority of the candidates recommended in the Civil Services (Main) exam have been from the engineering stream, which has been a constant trend since 2017, followed by humanities, science and medical science.","Political Science and International Relations have gained popularity as optional subjects in the Civil Services (Main) Examination in the past few years. As per data shared by the Minister of State in the Ministry of Personnel, Public Grievances and Pensions and Minister of State in the Prime Minister’s Office, Dr Jitendra Singh, the subject has been the most popular additional subject since 2018.
Singh today shared data on the most popular additional subjects for the Civil Services Main exam, which revealed that while ‘Political Science and International Relations’ was the fourth most popular additional subject in 2017, it quickly rose to the second spot in 2018 and has remained at the top spot since 2019.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/upsc-cse-main-political-science-and-international-relations-most-preferred-additional-subject-9058573/,education
Study Abroad: New Zealand to accept IELTS One Skill Retake,"Depending on their score, test takers can choose whether they would like to use their old or new TRF for the skill they retook.","New Zealand today announced that it will now accept IELTS (International English Language Testing System) One Skill Retake option. IELTS One Skill Retake allows test takers to retake any one of the four skills (listening, reading, writing, or speaking) if they did not achieve their desired score in that skill the first time.
The decision was taken Immigration New Zealand recognised it as a valid and reliable means of assessing English language proficiency, meeting the stringent requirements for international migration to New Zealand.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/study-abroad/study-abroad-new-zealand-to-accept-ielts-one-skill-retake-9058482/,education
"UP Board Exam Date 2024: UPMSP announces Class 10th, 12th datesheets; check schedule",UPMSP Exam Date 2024: The upmsp.edu.in is hosting the UP board Class 10 and Class 12 exam time table.,"UP Board 10th 12th Exam Date 2024: The Uttar Pradesh Madhyamik Shiksha Parishad (UPMSP) today announced the Class 10 and Class 12 exam dates. The UP board 2024 exams will start on February 22. While Class 10 UP board exams will start with the Hindi, general Hindi and commerce papers, the Class 12 inter exams will begin with military science. The exams will be held in two shifts – morning and afternoon.
The morning session of the Uttar Pradesh board exams will be held between 8:30 am to 11:45 am, while the second session will begin at 2 pm and continue till 5:15 pm. The UP board Class 10 and Class 12 exams will continue till March 9, 2024.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/uttar-pradesh-upmsp-2024-class-10-12-datesheets-out-timetable-9058477/,education
IIT-Mandi wins ‘Green University’ award at COP28 UAE,IIT Mandi's overall goal is to reduce greenhouse gas emissions and achieve zero carbon emissions within the next 10 years.,"The Indian Institute of Technology Mandi (IIT Mandi) has been honored with the Prestigious Green University Award in COP 28 UAE. This award was conferred by Green Mentors, a non-governmental organization holding special consultative status with the United Nations Economic and Social Council (ECOSOC) in the United States.
At the global level, this recognition was attributed at the prestigious CoP 28 platform.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/iit-mandi-wins-green-university-award-at-cop28-uae-9058125/,education
"Toppers’ Tips: ‘NTA’s NEET UG mock tests was difficult, I attempted more for better preparation’",NEET UG Toppers' Tips: The NEET UG rank holder also received the IGNITE Award 2017 from the President of India Pranab Mukherjee.,"NEET UG 2024: Anudh Mishra bagged 87th all-India rank in the National Eligibility cum Entrance Test Undergraduate (NEET UG) 2022 by scoring 700 marks out of 720. Mishra is now pursuing his MBBS from AIIMS Bhubaneswar.
The 19-year-old Bhubaneswar boy scored 98.6 per cent overall marks in Class 10 and 98.2 per cent marks in Class 12. Anudh also has a twin brother who is pursuing a BTech from BITS Pilani. Both brothers also received the IGNITE Award from the President of India in 2017 for making a currency notes sterilising machine in an ATM. They were in Class 7 then.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/neet-ug-2024-toppers-tips-revising-topics-staying-stress-free-made-me-realise-my-dream-air-87-shares-preparation-strategy-aiims-bhubaneswar-9057943/,education
"ISB announces fee waiver for armed forces veterans, serving personnel",The collaboration of ISB with the Department of Ex-Servicemen and announcement of fee waiver also coincides with the Armed Forces Flag Day.,"The Indian School of Business (ISB) on December 7 announced that the institute will offer a 50 per cent tuition fee waiver to armed forces veterans or serving personnel aiming to transition into civilian life. The fee waivers have been announced in collaboration with the Department of Ex-Servicemen Welfare, Ministry of Defence.
The 50 per cent fee waiver, or the Armed Forces Scholarship scheme will apply across postgraduate and advanced management programmes of ISB and will benefit as many as 22 veterans each academic year.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/isb-fee-waiver-armed-forces-veterans-serving-department-of-ex-servicemen-welfare-9058146/,education
NCERT does not differentiate between ‘India’ and ‘Bharat’: Govt,This query was raised a few months after an NCERT panel suggested that ‘India’ should be called as ‘Bharat’ in all Social Science textbooks upto Class 12,"The National Council of Educational Research and Training (NCERT) does not differentiate between ‘India’ and ‘Bharat, Minister of State in the Ministry of Education, Annapurna Devi said in Rajya Sabha.
This statement was issued after members of Rajya Sabha, Sandosh Kumar P and Elamaram Kareem, had asked whether the government has received any recommendation from an NCERT panel to use the word Bharat where India is being used in the textbooks, and if it has been accepted. The members also asked “the rationale behind this idea of giving more importance to the word Bharat instead of India while the constitution is giving equal importance to both?”
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/ncert-does-not-differentiate-between-india-and-bharat-govt-9058098/,education
"Meghalaya Board Exams 2024: MBOSE releases Class 10th, 12th datesheets","Meghalaya Board MBOSE 2024 Exams: The MBOSE 2024 board exams for Class 10 will be held from March 4 to March 15, 2024 and the Meghalaya board Class 12 exams will be conducted between March 1 and March 27.","MBOSE 2024 Exams: The Meghalaya Board of School Education (MBOSE) announced the dates for Class 10 and Class 12 board exams on December 6. The MBOSE 2024 board exams for Class 10 will be held from March 4 to March 15, 2024 and the Meghalaya board Class 12 exams will be conducted between March 1 and March 27.
The board while announcing the 2024 board exam date for Class 10 and Class 12 said that the exams will be held from 10 am to 1 pm. The exam halls will be opened at 9:30 am and students will get the question papers at 9:45 am and answer sheets will be distributed at 9:50 am.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/meghalaya-mbose-releases-class-10th-12th-datesheets-for-2024-board-exams-mbose-in-time-table-9057991/,education
"IIT-Kharagpur launches online short-term digital marketing course, invites applications","Classes for the new programme will be conducted from January 15 to January 19, 2024. Candidates will be admitted on a first come first serve basis.","The Indian Institute of Technology (IIT) Kharagpur has launched an online short-term course on digital marketing – Marketing in the Digital World. The institute is inviting applications for the online course. The course curriculum is designed for mid-level managers working in any business domain, MSME and startup entrepreneurs as well as digital marketing enthusiasts.
Classes for the new programme will be conducted from January 15 to January 19, 2024. Candidates will be admitted on a first come first serve basis. The institute has fixed the maximum number of students to be admitted for the course at 50. The last date for submission of online application is January 10, 2024.",https://indianexpress.com/article/education/iit-kharagpur-launches-online-short-term-digital-marketing-course-invites-applications-jee-main-2024-9057875/,education
Winter vacation in Delhi schools from January 1-6,"The remaining portion of the winter vacation for academic session 2023-2024 is scheduled to be observed from January 1 to January 6, 2024.","The Delhi government has reduced the winter vacation in schools from 15 to six days. As per a circular by the Directorate of Education, the classes will begin from January 7, 2024. Winter vacation for the academic session 2023-24 was scheduled to take place from January 1 to January 15.
“However, in order to ensure that our students are not adversely affected due to the poor air quality in Delhi, a portion of winter Vacation was observed from November 9 to November 18,” the circular read.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/winter-vacation-in-delhi-schools-from-january-1-6-9057197/,education
"IIM-Udaipur, Imarticus Learning introduce Chief Business Officers programme, first batch in March 2024",The programme is open to senior executives with a minimum of five years of post-qualification work experience.,"The Indian Institute of Management (IIM) Udaipur has collaborated with Imarticus Learning to launch the Chief Business Officers (CBO) programme. The new programme seeks to empower senior executives with the strategic thinking, leadership skills and business acumen required to excel in the dynamic and competitive business landscape.
The Chief Business Officers (CBO) programme will start its first batch in March 2024. The programme aims to equip emerging leaders with the tools and knowledge needed to lead their organisations in the commercial function to unprecedented innovation and growth.
You have exhausted your monthly limit of free stories.
Register to read more stories
Continue With:-
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/education/iim-udaipur-imarticus-learning-introduce-chief-business-officers-programme-first-batch-in-march-2024-9057131/,education
