order_id,order_date,sku,color,size,unit_price,quantity,revenue
60,2022/6/6 0:12:00,708,Dark Blue,3XL,278,1,278
61,2022/6/6 1:37:00,708,Dark Blue,3XL,278,1,278
62,2022/6/6 10:04:00,708,Dark Blue,XL,278,1,278
63,2022/6/6 10:50:00,799,Dark Blue,XL,264,1,264
64,2022/6/6 11:57:00,708,Dark Blue,2XL,278,1,278
65,2022/6/6 15:57:00,708,Dark Blue,3XL,278,1,278
66,2022/6/6 21:15:00,708,Dark Blue,2XL,278,1,278
67,2022/6/6 21:42:00,897,Mid Wash,L,268,1,268
68,2022/6/6 22:15:00,708,Dark Blue,3XL,278,1,278
69,2022/6/6 3:56:00,1719,Thin Black,One Size,268,1,268
69,2022/6/6 3:56:00,77,B,,258,1,258
69,2022/6/6 3:56:00,77,D,,258,1,258
69,2022/6/6 3:56:00,77,A,,288,1,288
70,2022/6/6 9:12:00,708,Dark Blue,XL,278,1,278
71,2022/6/8 12:32:00,799,Dark Blue,L,264,1,264
72,2022/6/8 12:39:00,708,Dark Blue,2XL,278,1,278
72,2022/6/8 12:39:00,799,Dark Blue,XL,264,1,264
73,2022/6/9 20:16:00,229,922 Black,XL,207,1,207
73,2022/6/9 20:16:00,229,922 Army green,XL,207,1,207
73,2022/6/9 20:16:00,89,Dark Blue,3XL,258,1,258
73,2022/6/9 20:16:00,2499,Mid Wash,XL,249,1,249
73,2022/6/9 20:16:00,799,Dark Blue,XL,264,1,264
74,2022/6/9 6:41:00,799,Dark Blue,M,264,1,264
75,2022/7/1 18:05:00,799,Dark Blue,XL,288,1,288
76,2022/7/10 10:24:00,89,Dark Blue,2XL,258,1,258
77,2022/7/10 12:05:00,1719,Thin Blue,One Size,268,1,268
78,2022/7/10 15:57:00,708,Dark Blue,XL,298,1,298
79,2022/7/10 18:29:00,799,Dark Blue,XL,288,1,288
80,2022/7/10 21:13:00,799,Dark Blue,XL,288,1,288
81,2022/7/10 3:52:00,799,Dark Blue,L,288,1,288
82,2022/7/11 1:18:00,799,Dark Blue,L,288,1,288
83,2022/7/11 10:39:00,799,Dark Blue,XL,288,1,288
84,2022/7/11 17:19:00,799,Dark Blue,M,288,2,576
85,2022/7/12 15:07:00,799,Dark Blue,M,288,1,288
86,2022/7/12 15:15:00,799,Dark Blue,XL,288,1,288
87,2022/7/12 7:37:00,799,Dark Blue,M,288,1,288
88,2022/7/13 6:10:00,799,Dark Blue,L,288,1,288
89,2022/7/14 14:15:00,708,Dark Blue,XL,298,1,298
90,2022/7/14 18:29:00,799,Dark Blue,M,288,1,288
91,2022/7/14 2:01:00,799,Dark Blue,L,288,1,288
92,2022/7/14 21:12:00,799,Dark Blue,XL,288,1,288
93,2022/7/15 12:37:00,799,Dark Blue,M,288,1,288
94,2022/7/15 23:35:00,79,Light Blue,4XL,315,1,315
94,2022/7/15 23:35:00,708,Dark Blue,2XL,298,1,298
95,2022/7/15 7:54:00,1719,Gray Stripes,One Size,255,1,255
96,2022/7/15 7:57:00,799,Dark Blue,XL,288,1,288
97,2022/7/16 18:45:00,799,Dark Blue,XL,288,1,288
98,2022/7/16 20:40:00,799,Dark Blue,XL,288,1,288
99,2022/7/16 6:36:00,799,Dark Blue,XL,288,1,288
100,2022/7/16 9:36:00,799,Dark Blue,XL,288,1,288
101,2022/7/17 17:07:00,708,Dark Blue,2XL,298,1,298
102,2022/7/17 18:47:00,799,Dark Blue,XL,288,1,288
103,2022/7/18 11:06:00,799,Dark Blue,M,288,1,288
104,2022/7/18 19:05:00,799,Dark Blue,M,288,1,288
105,2022/7/18 23:06:00,708,Dark Blue,XL,298,1,298
105,2022/7/18 23:06:00,799,Dark Blue,XL,288,1,288
106,2022/7/18 8:29:00,799,Dark Blue,M,288,1,288
107,2022/7/19 14:18:00,799,Dark Blue,XL,288,1,288
108,2022/7/19 19:20:00,799,Dark Blue,M,288,1,288
109,2022/7/19 23:22:00,799,Dark Blue,XL,288,1,288
110,2022/7/2 0:33:00,29,920 Navy blue,S,227,1,227
110,2022/7/2 0:33:00,799,Dark Blue,M,288,1,288
111,2022/7/2 11:15:00,708,Dark Blue,2XL,298,1,298
112,2022/7/2 23:40:00,799,Dark Blue,XL,288,1,288
113,2022/7/2 4:16:00,708,Dark Blue,3XL,298,1,298
114,2022/7/20 18:57:00,799,Dark Blue,XL,288,1,288
115,2022/7/21 17:56:00,77,C,,239,1,239
116,2022/7/22 12:28:00,3799,Grey Wash,XL,268,1,268
117,2022/7/22 18:58:00,799,Dark Blue,L,266,1,266
118,2022/7/22 4:16:00,799,Dark Blue,L,266,1,266
119,2022/7/22 9:42:00,799,Dark Blue,L,266,1,266
120,2022/7/23 13:54:00,799,Dark Blue,XL,266,1,266
121,2022/7/23 14:33:00,799,Dark Blue,XL,266,1,266
122,2022/7/23 15:31:00,2499,Mid Wash,XL,232,1,232
123,2022/7/23 17:25:00,799,Dark Blue,L,266,1,266
124,2022/7/23 20:18:00,2499,Mid Wash,M,232,1,232
125,2022/7/24 10:45:00,708,Dark Blue,2XL,298,1,298
126,2022/7/24 14:51:00,799,Dark Blue,M,266,1,266
127,2022/7/24 7:27:00,799,Dark Blue,L,266,1,266
128,2022/7/25 10:26:00,799,Dark Blue,M,266,1,266
129,2022/7/25 22:23:00,127,Light Wash,One Size,238,1,238
130,2022/7/26 11:20:00,799,Dark Blue,M,266,1,266
131,2022/7/26 15:15:00,1719,Blue Stripes,One Size,248,1,248
132,2022/7/26 19:59:00,799,Dark Blue,L,266,1,266
133,2022/7/26 22:01:00,708,Dark Blue,XL,298,1,298
134,2022/7/26 3:27:00,799,Dark Blue,XL,266,1,266
135,2022/7/27 0:31:00,9699,Light Blue,One Size,288,1,288
136,2022/7/27 11:08:00,799,Dark Blue,XL,266,1,266
137,2022/7/27 16:13:00,799,Dark Blue,XL,266,1,266
138,2022/7/27 21:35:00,799,Dark Blue,L,266,1,266
139,2022/7/27 22:40:00,799,Dark Blue,L,266,1,266
140,2022/7/27 7:29:00,799,Dark Blue,XL,266,1,266
141,2022/7/28 6:26:00,799,Dark Blue,L,266,1,266
142,2022/7/29 14:52:00,799,Dark Blue,M,266,1,266
143,2022/7/29 20:23:00,708,Dark Blue,2XL,298,1,298
144,2022/7/29 23:52:00,799,Dark Blue,M,266,1,266
145,2022/7/3 15:41:00,708,Dark Blue,XL,298,1,298
146,2022/7/3 21:14:00,2499,Dark Wash,M,249,1,249
146,2022/7/3 21:14:00,799,Dark Blue,M,288,1,288
147,2022/7/3 6:48:00,1499,Light Blue,XL,287,1,287
147,2022/7/3 6:48:00,799,Dark Blue,XL,288,1,288
148,2022/7/30 11:00:00,799,Dark Blue,XL,266,1,266
149,2022/7/30 12:58:00,708,Dark Blue,3XL,298,1,298
150,2022/7/30 15:05:00,799,Dark Blue,L,266,1,266
151,2022/7/30 15:18:00,799,Dark Blue,XL,266,1,266
152,2022/7/30 16:03:00,799,Dark Blue,XL,266,1,266
153,2022/7/30 18:56:00,799,Dark Blue,L,266,1,266
154,2022/7/30 20:54:00,799,Dark Blue,XL,266,1,266
155,2022/7/30 6:30:00,799,Dark Blue,XL,266,1,266
156,2022/7/31 13:19:00,708,Dark Blue,3XL,298,1,298
157,2022/7/31 17:03:00,708,Dark Blue,3XL,298,1,298
158,2022/7/31 18:25:00,628,Blue,XL,268,1,268
159,2022/7/31 21:34:00,799,Dark Blue,XL,266,1,266
160,2022/7/31 23:11:00,61399,Mid Wash,M,278,1,278
160,2022/7/31 23:11:00,799,Dark Blue,L,266,1,266
161,2022/7/31 23:38:00,1719,Black Stripes,One Size,248,1,248
162,2022/7/5 9:03:00,799,Dark Blue,M,288,1,288
163,2022/7/5 9:47:00,799,Dark Blue,M,288,1,288
164,2022/7/6 17:14:00,9699,Light Blue,One Size,288,1,288
164,2022/7/6 17:14:00,9699,Black,One Size,288,2,576
165,2022/7/7 0:35:00,9699,Light Blue,One Size,288,1,288
166,2022/7/7 11:29:00,799,Dark Blue,XL,269,1,269
167,2022/7/7 11:56:00,77,B,,239,1,239
168,2022/7/7 13:33:00,799,Dark Blue,XL,269,1,269
169,2022/7/7 13:34:00,799,Dark Blue,L,269,1,269
170,2022/7/7 18:24:00,799,Dark Blue,XL,269,1,269
171,2022/7/7 18:26:00,799,Dark Blue,L,269,1,269
172,2022/7/7 20:34:00,799,Dark Blue,L,269,1,269
173,2022/7/7 5:54:00,708,Dark Blue,2XL,296,1,296
174,2022/7/7 7:44:00,708,Dark Blue,3XL,296,1,296
175,2022/7/7 9:56:00,799,Dark Blue,L,269,1,269
176,2022/7/8 14:28:00,9699,Black,One Size,288,1,288
176,2022/7/8 14:28:00,799,Dark Blue,XL,269,1,269
177,2022/7/9 20:06:00,708,Dark Blue,XL,296,1,296
177,2022/7/9 20:06:00,799,Dark Blue,L,269,1,269
178,2022/7/9 21:20:00,77,A,,239,1,239
179,2022/7/9 21:49:00,708,Dark Blue,2XL,296,1,296
180,2022/8/1 14:06:00,799,Dark Blue,L,266,1,266
181,2022/8/1 8:33:00,799,Dark Blue,XL,266,1,266
182,2022/8/10 20:58:00,799,Dark Blue,M,266,1,266
183,2022/8/10 21:08:00,9699,Light Blue,One Size,288,1,288
183,2022/8/10 21:08:00,3799,Grey Wash,XL,268,1,268
184,2022/8/10 7:01:00,799,Dark Blue,XL,266,1,266
185,2022/8/11 21:03:00,799,Dark Blue,L,266,1,266
186,2022/8/11 23:21:00,799,Dark Blue,XL,266,1,266
187,2022/8/12 13:03:00,799,Dark Blue,L,266,1,266
188,2022/8/12 13:16:00,799,Dark Blue,L,266,1,266
189,2022/8/12 13:38:00,799,Dark Blue,M,266,1,266
190,2022/8/12 21:29:00,799,Dark Blue,M,266,1,266
191,2022/8/13 11:27:00,799,Dark Blue,M,266,1,266
192,2022/8/13 22:06:00,799,Dark Blue,XL,266,1,266
193,2022/8/13 23:59:00,799,Dark Blue,XL,266,1,266
194,2022/8/14 1:07:00,799,Dark Blue,L,266,1,266
195,2022/8/14 10:05:00,799,Dark Blue,L,266,1,266
196,2022/8/14 11:24:00,799,Dark Blue,M,266,1,266
197,2022/8/14 13:30:00,799,Dark Blue,L,266,1,266
198,2022/8/14 19:15:00,799,Dark Blue,M,266,1,266
199,2022/8/14 20:30:00,89,Light Blue,XL,258,1,258
200,2022/8/15 1:32:00,799,Dark Blue,XL,266,1,266
201,2022/8/15 12:38:00,799,Dark Blue,XL,266,1,266
202,2022/8/15 15:41:00,799,Dark Blue,L,266,1,266
203,2022/8/15 17:51:00,799,Dark Blue,XL,266,1,266
204,2022/8/15 19:15:00,77,C,,239,1,239
204,2022/8/15 19:15:00,239,Green,,245,1,245
204,2022/8/15 19:15:00,239,White,,245,1,245
204,2022/8/15 19:15:00,239,Mustard,,245,1,245
204,2022/8/15 19:15:00,239,Rust,,245,1,245
204,2022/8/15 19:15:00,339,Brown,,254,1,254
204,2022/8/15 19:15:00,339,Green,,254,1,254
205,2022/8/15 2:40:00,708,Dark Blue,3XL,277,1,277
206,2022/8/15 5:17:00,799,Dark Blue,L,266,1,266
207,2022/8/15 9:05:00,799,Dark Blue,XL,266,1,266
208,2022/8/15 9:39:00,799,Dark Blue,XL,266,1,266
209,2022/8/16 13:51:00,799,Dark Blue,M,266,1,266
210,2022/8/16 17:34:00,799,Dark Blue,XL,266,1,266
211,2022/8/16 19:49:00,799,Dark Blue,L,266,1,266
212,2022/8/16 23:53:00,79,Light Blue,L,315,1,315
212,2022/8/16 23:53:00,799,Dark Blue,L,266,1,266
213,2022/8/16 3:14:00,799,Dark Blue,L,266,1,266
214,2022/8/16 8:39:00,799,Dark Blue,M,266,1,266
215,2022/8/17 12:32:00,799,Dark Blue,XL,266,1,266
216,2022/8/17 15:22:00,61399,Mid Wash,XL,278,1,278
216,2022/8/17 15:22:00,799,Dark Blue,XL,266,1,266
217,2022/8/17 18:10:00,89,Light Blue,3XL,258,1,258
218,2022/8/17 22:40:00,799,Dark Blue,L,266,1,266
219,2022/8/17 4:12:00,799,Dark Blue,M,266,1,266
220,2022/8/17 6:29:00,799,Dark Blue,XL,266,1,266
221,2022/8/17 7:25:00,89,Dark Blue,2XL,258,1,258
222,2022/8/18 14:04:00,799,Dark Blue,XL,288,1,288
223,2022/8/18 18:08:00,799,Dark Blue,M,288,1,288
224,2022/8/18 19:50:00,799,Dark Blue,M,288,1,288
225,2022/8/19 21:42:00,bobo,Matcha,One Size,228,1,228
226,2022/8/19 22:56:00,799,Dark Blue,XL,288,1,288
227,2022/8/19 9:43:00,799,Dark Blue,L,288,1,288
228,2022/8/20 11:49:00,799,Dark Blue,XL,288,1,288
229,2022/8/20 12:59:00,708,Dark Blue,2XL,298,1,298
230,2022/8/20 18:19:00,799,Dark Blue,XL,288,1,288
231,2022/8/20 23:35:00,3799,Grey Wash,XL,268,1,268
232,2022/8/22 23:25:00,799,Dark Blue,M,288,1,288
233,2022/8/22 7:06:00,218,Black,XL,318,1,318
233,2022/8/22 7:06:00,1499,Dark Blue,XL,287,1,287
234,2022/8/22 9:21:00,799,Dark Blue,M,288,1,288
235,2022/8/23 17:38:00,799,Dark Blue,XL,288,1,288
236,2022/8/23 19:54:00,89,Dark Blue,2XL,258,1,258
237,2022/8/23 22:41:00,799,Dark Blue,XL,288,1,288
238,2022/8/23 7:05:00,708,Dark Blue,2XL,298,1,298
239,2022/8/24 14:34:00,799,Dark Blue,XL,288,1,288
240,2022/8/24 19:51:00,799,Dark Blue,L,288,1,288
241,2022/8/24 8:05:00,799,Dark Blue,XL,288,1,288
242,2022/8/25 13:02:00,799,Dark Blue,XL,288,2,576
243,2022/8/25 20:29:00,799,Dark Blue,M,288,1,288
244,2022/8/25 22:07:00,239,Gray,,278,1,278
245,2022/8/26 14:36:00,799,Dark Blue,L,269,1,269
246,2022/8/26 16:02:00,799,Dark Blue,L,269,1,269
247,2022/8/26 16:08:00,799,Dark Blue,L,269,1,269
248,2022/8/26 16:47:00,799,Dark Blue,M,269,1,269
249,2022/8/26 20:39:00,799,Dark Blue,XL,269,1,269
250,2022/8/26 21:37:00,8499,Light Blue,M,238,1,238
251,2022/8/26 9:23:00,799,Dark Blue,M,269,1,269
252,2022/8/27 16:29:00,799,Dark Blue,M,288,1,288
253,2022/8/27 19:31:00,3799,Grey Wash,XL,268,1,268
254,2022/8/27 22:25:00,799,Dark Blue,L,288,1,288
255,2022/8/27 23:31:00,89,Light Blue,2XL,258,1,258
256,2022/8/28 12:12:00,708,Dark Blue,3XL,298,1,298
257,2022/8/28 15:43:00,799,Dark Blue,XL,288,1,288
258,2022/8/28 19:30:00,9699,Black,One Size,288,1,288
259,2022/8/28 22:10:00,708,Dark Blue,XL,298,1,298
260,2022/8/28 22:12:00,799,Dark Blue,M,288,1,288
261,2022/8/28 8:39:00,799,Dark Blue,XL,288,1,288
262,2022/8/29 16:41:00,799,Dark Blue,XL,288,1,288
263,2022/8/29 19:41:00,708,Dark Blue,2XL,298,1,298
263,2022/8/29 19:41:00,708,Dark Blue,3XL,298,1,298
264,2022/8/29 9:58:00,9699,Light Blue,One Size,288,1,288
264,2022/8/29 9:58:00,9699,Dark Blue,One Size,288,1,288
265,2022/8/3 20:42:00,3799,Grey Wash,M,268,1,268
266,2022/8/3 21:27:00,799,Dark Blue,L,266,1,266
267,2022/8/3 21:45:00,799,Dark Blue,L,266,1,266
268,2022/8/3 23:03:00,bobo,Navy Blue,One Size,191,1,191
269,2022/8/3 6:14:00,708,Dark Blue,XL,298,1,298
269,2022/8/3 6:14:00,799,Dark Blue,XL,266,1,266
270,2022/8/30 20:36:00,799,Dark Blue,M,278,1,278
271,2022/8/30 5:47:00,799,Dark Blue,XL,278,1,278
272,2022/8/30 7:10:00,799,Dark Blue,L,278,1,278
273,2022/8/30 8:58:00,799,Dark Blue,L,278,1,278
1,2022/8/30 9:42:00,3081,Midnight Blue,One SIze,198,1,198
2,2022/8/30 9:42:00,89,Dark Blue,3XL,245,1,245
3,2022/8/30 9:42:00,799,Dark Blue,XL,278,1,278
4,2022/8/30 9:42:00,799,Dark Blue,XL,278,1,278
5,2022/8/31 0:34:00,799,Dark Blue,XL,278,1,278
6,2022/8/31 15:28:00,799,Dark Blue,M,278,1,278
7,2022/8/31 15:31:00,799,Dark Blue,XL,278,1,278
8,2022/8/31 18:50:00,79,Light Blue,L,297,1,297
9,2022/8/31 6:21:00,708,Dark Blue,3XL,298,1,298
10,2022/8/31 8:42:00,708,Dark Blue,2XL,298,1,298
11,2022/8/4 12:30:00,77,B,,239,1,239
11,2022/8/4 12:30:00,77,C,,239,1,239
12,2022/8/4 21:11:00,bobo,Maroon,One Size,191,1,191
12,2022/8/4 21:11:00,bobo,Blue,One Size,191,1,191
13,2022/8/5 12:18:00,799,Dark Blue,L,266,1,266
14,2022/8/5 17:11:00,708,Dark Blue,3XL,298,1,298
15,2022/8/5 19:33:00,708,Dark Blue,4XL,899,1,899
16,2022/8/6 0:37:00,539,Black,One Size,268,1,268
16,2022/8/6 0:37:00,8499,Light Blue,M,223,1,223
16,2022/8/6 0:37:00,799,Dark Blue,M,266,1,266
17,2022/8/6 11:04:00,339,Navy Blue,,288,1,288
17,2022/8/6 11:04:00,339,Mocha,,288,1,288
18,2022/8/6 19:41:00,799,Dark Blue,XL,266,1,266
19,2022/8/6 23:07:00,708,Dark Blue,2XL,298,1,298
20,2022/8/7 10:53:00,799,Dark Blue,XL,266,1,266
21,2022/8/7 22:31:00,1719,Thin Blue,One Size,249,1,249
22,2022/8/7 22:31:00,1719,Blue Stripes,One Size,248,1,248
23,2022/8/8 0:26:00,708,Dark Blue,2XL,298,1,298
24,2022/8/8 0:58:00,bobo,Cream,One Size,191,2,382
24,2022/8/8 0:58:00,bobo,Navy Blue,One Size,191,1,191
24,2022/8/8 0:58:00,bobo,Blue,One Size,191,1,191
25,2022/8/8 15:11:00,77,B,,239,1,239
25,2022/8/8 15:11:00,239,Navy Blue,,239,1,239
25,2022/8/8 15:11:00,239,Brown,,239,1,239
25,2022/8/8 15:11:00,239,Skintone,,278,1,278
26,2022/8/8 15:14:00,799,Dark Blue,M,266,1,266
27,2022/8/8 19:18:00,799,Dark Blue,M,266,1,266
28,2022/8/8 2:45:00,799,Dark Blue,L,266,1,266
29,2022/8/8 20:33:00,799,Dark Blue,L,266,1,266
30,2022/8/8 21:14:00,799,Dark Blue,M,266,1,266
31,2022/8/8 8:07:00,708,Dark Blue,3XL,298,1,298
32,2022/8/8 8:36:00,708,Dark Blue,3XL,298,1,298
33,2022/8/8 8:50:00,799,Dark Blue,L,266,1,266
34,2022/8/9 11:20:00,799,Dark Blue,XL,266,1,266
35,2022/8/9 13:03:00,799,Dark Blue,L,266,1,266
36,2022/8/9 13:27:00,218,Black,M,296,1,296
37,2022/8/9 16:27:00,799,Dark Blue,XL,266,1,266
38,2022/9/1 11:41:00,799,Dark Blue,L,288,1,288
39,2022/9/1 12:15:00,799,Dark Blue,XL,288,1,288
40,2022/9/10 0:37:00,799,Dark Blue,M,265,1,265
41,2022/9/10 10:41:00,708,Dark Blue,4XL,278,1,278
42,2022/9/10 11:47:00,708,Dark Blue,2XL,278,1,278
43,2022/9/10 12:34:00,708,Dark Blue,4XL,278,1,278
44,2022/9/10 17:40:00,799,Dark Blue,XL,265,1,265
45,2022/9/10 18:43:00,239,Navy Blue,,278,1,278
46,2022/9/10 18:52:00,708,Dark Blue,3XL,278,1,278
46,2022/9/10 18:52:00,799,Dark Blue,XL,265,1,265
47,2022/9/10 2:31:00,799,Dark Blue,XL,265,2,530
48,2022/9/10 20:41:00,218,Black,XL,318,1,318
49,2022/9/10 6:09:00,708,Dark Blue,4XL,278,1,278
49,2022/9/10 6:09:00,799,Dark Blue,XL,265,1,265
50,2022/9/11 1:34:00,708,Dark Blue,3XL,278,1,278
51,2022/9/11 10:33:00,799,Dark Blue,XL,265,1,265
52,2022/9/11 23:46:00,799,Dark Blue,M,265,1,265
53,2022/9/11 8:29:00,61399,Dark Wash,M,278,1,278
53,2022/9/11 8:29:00,799,Dark Blue,M,265,1,265
54,2022/9/11 8:33:00,61399,Dark Wash,M,278,1,278
54,2022/9/11 8:33:00,799,Dark Blue,M,265,1,265
55,2022/9/12 16:46:00,708,Dark Blue,2XL,287,1,287
56,2022/9/12 20:19:00,799,Dark Blue,XL,275,1,275
57,2022/9/12 5:24:00,799,Dark Blue,M,275,1,275
58,2022/9/12 8:59:00,708,Dark Blue,2XL,287,1,287
59,2022/9/13 13:06:00,799,Dark Blue,L,275,1,275
60,2022/9/14 5:16:00,799,Dark Blue,XL,275,1,275
61,2022/9/14 7:03:00,708,Dark Blue,XL,287,1,287
62,2022/9/14 9:34:00,3081,Brown,One SIze,198,1,198
62,2022/9/14 9:34:00,3081,Light Blue,One SIze,198,1,198
62,2022/9/14 9:34:00,3081,Cornflower Blue,One SIze,198,1,198
62,2022/9/14 9:34:00,3081,Midnight Blue,One SIze,198,1,198
62,2022/9/14 9:34:00,799,Dark Blue,L,275,1,275
63,2022/9/15 0:11:00,799,Dark Blue,L,269,1,269
64,2022/9/15 12:06:00,799,Dark Blue,XL,269,1,269
65,2022/9/15 19:41:00,799,Dark Blue,XL,269,1,269
66,2022/9/15 4:55:00,799,Dark Blue,L,269,1,269
67,2022/9/15 6:45:00,799,Dark Blue,M,269,1,269
68,2022/9/16 17:50:00,799,Dark Blue,XL,288,1,288
69,2022/9/16 20:39:00,799,Dark Blue,M,288,1,288
70,2022/9/16 21:40:00,799,Dark Blue,M,288,1,288
71,2022/9/16 9:31:00,799,Dark Blue,L,288,1,288
72,2022/9/17 13:44:00,799,Dark Blue,L,288,1,288
73,2022/9/17 14:44:00,799,Dark Blue,L,288,1,288
74,2022/9/17 19:24:00,799,Dark Blue,XL,288,1,288
75,2022/9/17 21:03:00,239,Rust,,278,1,278
76,2022/9/17 21:17:00,89,Light Blue,3XL,258,1,258
77,2022/9/17 5:26:00,799,Dark Blue,XL,288,1,288
78,2022/9/17 8:21:00,799,Dark Blue,M,288,1,288
79,2022/9/18 13:46:00,708,Dark Blue,XL,298,1,298
80,2022/9/18 8:01:00,708,Dark Blue,2XL,298,1,298
80,2022/9/18 8:01:00,799,Dark Blue,XL,288,1,288
81,2022/9/18 8:12:00,239,Yellow,,278,1,278
81,2022/9/18 8:12:00,bobo,Pink,One Size,228,1,228
82,2022/9/18 9:31:00,799,Dark Blue,L,288,1,288
83,2022/9/19 10:05:00,799,Dark Blue,M,288,1,288
83,2022/9/19 10:05:00,799,Dark Blue,L,288,2,576
84,2022/9/19 10:46:00,799,Dark Blue,L,288,1,288
85,2022/9/19 17:02:00,799,Dark Blue,XL,288,1,288
86,2022/9/19 21:24:00,799,Dark Blue,L,288,1,288
87,2022/9/19 22:28:00,799,Dark Blue,XL,288,1,288
88,2022/9/2 11:26:00,708,Dark Blue,2XL,298,1,298
89,2022/9/2 11:31:00,708,Dark Blue,2XL,298,1,298
90,2022/9/2 13:03:00,799,Dark Blue,M,288,1,288
91,2022/9/2 13:42:00,708,Dark Blue,2XL,298,1,298
91,2022/9/2 13:42:00,799,Dark Blue,XL,288,1,288
92,2022/9/20 18:15:00,bobo,Red Orange,One Size,228,1,228
