,Id,Date,Username,Content,Source,Place,Hashtags,Like Count,Retweet Count
27,1635853329216548866,2023-03-15 04:00:01+00:00,ukhealthradio,"The Healthy Debate Show presented by Andra Stanoiu on @ukhealthradio - Dr. Belynder Wallia, founder of @serenelifeuk discusses the #psychologicaltrauma and its aftermath of Turkey and #Syriaearthquake.

👉🏼 🎧  https://t.co/pCMTnox4df #wellbeingpodcast #TurkeySyriaEarthquake https://t.co/N1fauskbVN","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['psychologicaltrauma', 'Syriaearthquake', 'wellbeingpodcast', 'TurkeySyriaEarthquake']",0,0
28,1635761581333045248,2023-03-14 21:55:26+00:00,karebearxp,"Dont forget sat charity event/apex tourney!! @softgiving has provided us with yet another AMAZING prize you wont want to miss! @CARE 

Lets help Turkey-Syria earthquake victims. 
#charity #softgiving #oneuptwitch #TurkeyEarthquake #Syria_earthquake #helpsupport #charitystream https://t.co/97qoYHAu5X","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['charity', 'softgiving', 'oneuptwitch', 'TurkeyEarthquake', 'Syria_earthquake', 'helpsupport', 'charitystream']",5,3
29,1635740665496715265,2023-03-14 20:32:19+00:00,nymedcollege,"The NYMC community raised more than $2,500 and collected donations of bedding, winter clothes, non-perishable food items, medical supplies and more to provide relief for the victims of the earthquake in Turkey and Syria. #NYMC #TurkeySyriaEarthquake https://t.co/Pf4njPdrt1 https://t.co/JNbIQDhEJu","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,"['NYMC', 'TurkeySyriaEarthquake']",0,0
30,1635732120546017281,2023-03-14 19:58:22+00:00,Wholesale_Nuts,"The recent earthquake that struck Turkey and Syria impacted the food industry. This article is on the effect on nut and dried fruit production. Our thoughts are with those affected.  #TurkeySyriaEarthquake #turkeysyriaearthquake2023 #Hazelnuts #apricots
https://t.co/zSubwiYeuC","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeySyriaEarthquake', 'turkeysyriaearthquake2023', 'Hazelnuts', 'apricots']",1,0
31,1635730264793165824,2023-03-14 19:51:00+00:00,pak_turk_NT,"Container homes Arrive!
#earthquake    #turkey🇹🇷 #turkeyearthquake #turkeytravel #turkeyseason  #TurkeySyriaEarthquake #Erdogan #erdogan #erdoğanarıkan #erdoganiscoming  #erdoganatalay💕
#Pakistan 🇵🇰 
#Turkiye 
#Syria 🇸🇾 
#Earthquake 
#HumanitarianAid
#TeamPakistanCyberForce https://t.co/eqXTzrgd15","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['earthquake', 'turkey', 'turkeyearthquake', 'turkeytravel', 'turkeyseason', 'TurkeySyriaEarthquake', 'Erdogan', 'erdogan', 'erdoğanarıkan', 'erdoganiscoming', 'erdoganatalay', 'Pakistan', 'Turkiye', 'Syria', 'Earthquake', 'HumanitarianAid', 'TeamPakistanCyberForce']",0,0
32,1635722364976594990,2023-03-14 19:19:36+00:00,NAHAR_RELIEF,Rehabilitation is the most critical need for the earthquake-affected people in Turkey and Syria. NAHAR is working on rehabilitation. Please donate generously. #naharrelief #TurkeyEarthquake https://t.co/xrGFO4T1jR,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['naharrelief', 'TurkeyEarthquake']",0,0
33,1635719144426307607,2023-03-14 19:06:48+00:00,ema_kravanja,"Last 48 hours to enter the Monologues for Turkey &amp; Syria! Check out my submission below &amp; leave it a clap (if you like it)  😄
https://t.co/acDIA7BVTy
  #TurkeyEarthquake #turkeyearthquake2023 @FlairBoxCo #turkey_earthquake #syria_earthquake","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeyEarthquake', 'turkeyearthquake2023', 'turkey_earthquake', 'syria_earthquake']",1,0
34,1635707548857663490,2023-03-14 18:20:44+00:00,lucadalzilio,"Together with @DocTerremoto, we wrote a Comment on the recent earthquake doublet in Turkey and Syria for @CommsEarth. Let's hope these events serve as a reminder to prioritize building and seismic codes for a safer future. #TurkeySyriaEarthquake 

https://t.co/icC59YP1FZ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,['TurkeySyriaEarthquake'],112,41
35,1635677178204487680,2023-03-14 16:20:03+00:00,664122HelpEarth,"Recent News Of The Earthquake in Turkey.

on 02/06/2023 in Turkey Syria a Earthquake of the magnitude of 7.8 on the Richter scale has been noted as one of the worst eathquakes to happen.
51003 deaths. The earthquake also triggered a tsunami.  #TurkeySyriaEarthquake #earthquakes https://t.co/7ynZL1mjEb","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeySyriaEarthquake', 'earthquakes']",2,0
36,1635665086026063872,2023-03-14 15:32:00+00:00,QuantectumG,"The Mw7.8 #TurkeySyriaEarthquake was the largest #earthquake in Turkey and Syria since 1950. The second largest in #Turkey was Mw7.6 in 1999.

Read more about 5 largest #earthquakes in Turkey: https://t.co/qXfCCFl2bv","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeySyriaEarthquake', 'earthquake', 'Turkey', 'earthquakes']",0,0
37,1635638151841476609,2023-03-14 13:44:58+00:00,AmbitionPR_,"Our client, risk management company @Resilinc, spoke to @supplymgmt earlier this month about the impact of the Turkey-Syria earthquake on supply chains, and how long they estimate it will take to recover.

#supplychain #TurkeySyriaEarthquake

https://t.co/eKZc6MuEQv","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['supplychain', 'TurkeySyriaEarthquake']",1,0
38,1635613571257192448,2023-03-14 12:07:18+00:00,shahid9430,"Relief goods dispatched for #Turkey and #Syria_earthquake affectees.

#TurkeySyriaEarthquake 
#กราดยิง 
#Oscars 
#loveisland 
#الاتحاد_الفيحاء 
#gtbank 
#bachelor 
#onlyconnect 
#HBDLokeshKanagaraj 
#apologizetocravity 
#AamirKhan https://t.co/hpxNXLjpKm","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['Turkey', 'Syria_earthquake', 'TurkeySyriaEarthquake', 'กราดยิง', 'Oscars', 'loveisland', 'الاتحاد_الفيحاء', 'gtbank', 'bachelor', 'onlyconnect', 'HBDLokeshKanagaraj', 'apologizetocravity', 'AamirKhan']",10,7
39,1635611917380100097,2023-03-14 12:00:43+00:00,Hammad_053,"On the direction of the government of Khyber Pakhtunkhwa 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim
#TurkeySyriaEarthquake #kpkupdates #ZamanPark #BreakingNews #SmokeSprite #Lahore #توشہ_خانہ #ImranKhan #AamirKhan #bachelor
#زمان_پارک_پُہنچو https://t.co/oWiBPs5az7","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['TurkeySyriaEarthquake', 'kpkupdates', 'ZamanPark', 'BreakingNews', 'SmokeSprite', 'Lahore', 'توشہ_خانہ', 'ImranKhan', 'AamirKhan', 'bachelor', 'زمان_پارک_پُہنچو']",0,0
40,1635586168375984130,2023-03-14 10:18:24+00:00,khaleejtimes,"@DWTCOfficial @HHShkMohd @DXBMediaOffice @emiratesrc 📸Children of the royal family packed relief supplies for the Turkey-Syria earthquakes victims at the Dubai World Trade Centre 

#UAE #Dubai #TurkeySyriaEarthquake #ReliefEfforts 

https://t.co/A5zJNaYfQk https://t.co/Rbst8TynfD","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['UAE', 'Dubai', 'TurkeySyriaEarthquake', 'ReliefEfforts']",15,1
41,1635583148967837699,2023-03-14 10:06:25+00:00,PaulSmi57207589,"Our prayers thoughts and support are with the people of Turkey and Syria, who have been devastated by the earthquakes. No matter how small, please help and donate to one of the supporting charities.
#TurkeySyriaEarthquake","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,['TurkeySyriaEarthquake'],1,0
42,1635504253056720897,2023-03-14 04:52:54+00:00,Transasia_1,"We are so grateful to the dedication of our partner in Turkey, Endro Health Saglik AS, at a time of great humanitarian need. They have truly proven that Lab Automation can be made accessible anywhere and in any condition!
#ErbaPartners #Turkeyearthquake #Syriaearthquake #ivd https://t.co/8YaYSmTGfB","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['ErbaPartners', 'Turkeyearthquake', 'Syriaearthquake', 'ivd']",1,0
43,1635464593270099968,2023-03-14 02:15:19+00:00,SajjadKhanSays,"""Under the directive of Khyber Pakhtunkhwa government, 8,000 blankets have been sent to the earthquake-affected people in Turkey and Syria through Port Qasim.

#TurkeySyriaEarthquake 
#Kp360updates https://t.co/AIfYPJQw1X","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['TurkeySyriaEarthquake', 'Kp360updates']",0,0
44,1635438595254231040,2023-03-14 00:32:00+00:00,RupinderKGill,"#Turkey &amp; #Syria's #earthquake #rescue teams are in need of our help. There are #organisations everywhere you can #donate too if you are willing. Every #donation is saving lives. ❤🙏 🇹🇷

@BritishRedCross
@Unicef
@DECappeal
@Rescue_UK 
@Savechildrenuk 

#TurkeyEarthquake #Turkiye https://t.co/IJ1JzwWYfi","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['Turkey', 'Syria', 'earthquake', 'rescue', 'organisations', 'donate', 'donation', 'TurkeyEarthquake', 'Turkiye']",0,0
45,1635411799104434177,2023-03-13 22:45:32+00:00,KhanSeial,"On the instructions of the government of Khyber Pakhtunkhwa, 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim.
#الاتحاد_الفيحاء 
#TurkeySyriaEarthquake 
#TotyMusicAwardsXNuNew 
#HarryStylesinPH 
#TheGlory2 #Jets #wtcfinal 
#KAI_Rover https://t.co/ulacuSBZys","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['الاتحاد_الفيحاء', 'TurkeySyriaEarthquake', 'TotyMusicAwardsXNuNew', 'HarryStylesinPH', 'TheGlory2', 'Jets', 'wtcfinal', 'KAI_Rover']",1,0
46,1635409709175021569,2023-03-13 22:37:13+00:00,GerdLudwig,"NOW LIVE for just 7 days. Purchase a print of this photograph and over 200 more at https://t.co/cL1YPJAcZL to support earthquake relief efforts in Turkey &amp; Syria.

#sixtwoeditions #earthquaketurkey #turkeyearthquake #syriaearthquake #earthquakesyria #printfundraiser #printsale https://t.co/bXPH8fMGSi","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['sixtwoeditions', 'earthquaketurkey', 'turkeyearthquake', 'syriaearthquake', 'earthquakesyria', 'printfundraiser', 'printsale']",0,0
47,1635369503390330933,2023-03-13 19:57:27+00:00,GblEdConnection,"According to a Reuters article posted March 12, more than 54,000 people have died from the recent earthquakes in Syria and Türkiye. The report also states that 115,000 have been injured and millions left homeless. 

#nonprofit
#Turkey
#turkeyearthquake
#donation
#helping https://t.co/ubt5Nm9Zvf","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,"['nonprofit', 'Turkey', 'turkeyearthquake', 'donation', 'helping']",0,1
48,1635336344783421441,2023-03-13 17:45:42+00:00,Danishaliktg4,"On the instructions of the Khyber Pakhtunkhwa government, 8,000 quilts for the earthquake victims of Turkey and Syria left for Port Qasim. 20,000 standard quilts have been procured on the instructions of the provincial government. 

#KP360Updates #kp360 #TurkeySyriaEarthquake https://t.co/oMQaQ9DDan","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['KP360Updates', 'kp360', 'TurkeySyriaEarthquake']",3,1
49,1635297772420190213,2023-03-13 15:12:25+00:00,zechnernik,"The way how NGOs handled the first response of the earthquake disaster in Turkey-Syria is so impressive. 

In the midst of mayhem, they set up a logistic infrastructure of medical aid, food and shelter for millions of people.
#TurkeyEarthquake","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,['TurkeyEarthquake'],0,0
50,1635279483669471241,2023-03-13 13:59:45+00:00,Jeyamkd,"On the direction of the government of Khyber Pakhtunkhwa, 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim.
#Oscars95 
#Oscars2023 
#daterush 
#TheGlory2 
#yargı 
#MUNSOU 
#crufts2023 
#توشہ_خانہ 
#Argentina1985 #TurkeySyriaEarthquake https://t.co/of3JSPgMVV","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['Oscars95', 'Oscars2023', 'daterush', 'TheGlory2', 'yargı', 'MUNSOU', 'crufts2023', 'توشہ_خانہ', 'Argentina1985', 'TurkeySyriaEarthquake']",1,1
51,1635245871100227584,2023-03-13 11:46:11+00:00,IM_UbaidUllah,"On the instructions of the govt of KP 8,000 razees(Quilters) were sent to Port Qasim for the earthquake victims of Turkey and Syria.
#TurkeySyriaEarthquake #relief #توشہ_خانہ #ImranKhanRally #اوپئی_آزادی_دی_جنگ #زمان_پارک_پہنچو https://t.co/defhnpvFDK","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['TurkeySyriaEarthquake', 'relief', 'توشہ_خانہ', 'ImranKhanRally', 'اوپئی_آزادی_دی_جنگ', 'زمان_پارک_پہنچو']",0,0
52,1635225449990332416,2023-03-13 10:25:02+00:00,arsalan_mughalz,"1/2) On the direction of the government of Khyber Pakhtunkhwa, 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim.

On the instructions of the provincial government, 20 thousand standard consents have been purchased
#TurkeyEarthquake #توشہ_خانہ https://t.co/Z4iKUiCSwG","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['TurkeyEarthquake', 'توشہ_خانہ']",1,0
