Id,ActivityDate,TotalSteps,TotalDistance,TotalModTime,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,ActivityDateNumeric
1644430081,2016-04-17,8757.0,6.369999886,42.0,0.0,2.25,0.569999993,3.549999952,0.0,29.0,13.0,186,1212.0,3011.0,736071
1644430081,2016-04-18,7132.0,5.190000057,48.0,0.0,1.070000052,1.669999957,2.450000048,0.0,15.0,33.0,121,1271.0,2806.0,736072
1644430081,2016-04-26,9919.0,7.210000038,52.0,0.0,0.800000012,1.720000029,4.690000057,0.0,11.0,41.0,223,1165.0,3123.0,736080
1644430081,2016-04-30,18213.0,13.23999977,80.0,0.0,0.629999995,3.140000105,9.460000038,0.0,9.0,71.0,402,816.0,3846.0,736084
1644430081,2016-05-01,6132.0,4.460000038,27.0,0.0,0.239999995,0.99000001,3.230000019,0.0,3.0,24.0,146,908.0,2696.0,736085
1644430081,2016-05-03,12850.0,9.340000153,104.0,0.0,0.720000029,,4.539999962,0.0,10.0,,221,1115.0,3324.0,736087
1644430081,2016-05-05,4363.0,3.190000057,18.0,0.0,0.519999981,0.540000021,2.130000114,0.01,6.0,12.0,81,1341.0,2463.0,736089
1644430081,2016-05-06,9787.0,7.119999886,17.0,0.0,0.819999993,0.270000011,6.010000229,0.02,11.0,6.0,369,1054.0,3328.0,736090
1644430081,2016-05-07,13372.0,9.720000267,58.0,0.0,3.25999999,0.790000021,5.670000076,0.01,41.0,17.0,243,1139.0,3404.0,736091
1644430081,2016-05-09,6643.0,4.829999924,38.0,0.0,2.390000105,0.349999994,2.089999914,0.01,32.0,6.0,303,1099.0,3008.0,736093
1644430081,2016-05-10,9167.0,6.659999847,31.0,0.0,0.879999995,0.810000002,4.96999979,0.01,12.0,19.0,155,1254.0,2799.0,736094
1844505072,2016-04-21,8054.0,5.320000172,15.0,0.0,0.119999997,0.519999981,4.679999828,0.0,2.0,13.0,308,1117.0,2062.0,736075
1927972279,2016-05-02,3790.0,2.619999886,24.0,0.0,1.159999967,0.300000012,1.159999967,0.0,16.0,8.0,94,1322.0,2505.0,736086
1927972279,2016-05-03,1326.0,0.920000017,10.0,0.0,0.730000019,0.0,0.180000007,0.0,10.0,0.0,17,1413.0,2195.0,736087
2022484408,2016-04-12,11875.0,8.340000153,56.0,0.0,3.309999943,0.769999981,4.260000229,0.0,42.0,14.0,227,1157.0,2390.0,736066
2022484408,2016-04-13,12024.0,8.5,48.0,0.0,2.99000001,0.100000001,5.409999847,0.0,43.0,5.0,292,1100.0,2601.0,736067
2022484408,2016-04-14,10690.0,7.5,35.0,0.0,2.480000019,0.209999993,4.820000172,0.0,32.0,3.0,257,1148.0,2312.0,736068
2022484408,2016-04-15,11034.0,8.029999733,36.0,0.0,1.940000057,0.310000002,5.78000021,0.0,27.0,9.0,282,1122.0,2525.0,736069
2022484408,2016-04-16,10100.0,7.090000153,52.0,0.0,3.150000095,0.550000012,3.390000105,0.0,41.0,11.0,151,1237.0,2177.0,736070
2022484408,2016-04-17,15112.0,11.39999962,57.0,0.0,3.869999886,0.660000026,6.880000114,0.0,28.0,29.0,331,1052.0,2782.0,736071
2022484408,2016-04-18,14131.0,10.06999969,51.0,0.0,3.640000105,0.119999997,6.300000191,0.0,48.0,3.0,311,1078.0,2770.0,736072
2022484408,2016-04-19,11548.0,8.529999733,38.0,0.0,3.289999962,0.239999995,5.0,0.0,31.0,7.0,250,1152.0,2489.0,736073
2022484408,2016-04-20,15112.0,10.67000008,111.0,0.0,3.339999914,1.929999948,5.400000095,0.0,48.0,63.0,276,1053.0,2897.0,736074
2022484408,2016-04-21,12453.0,8.739999771,157.0,0.0,3.329999924,1.110000014,4.309999943,0.0,104.0,53.0,255,1028.0,3158.0,736075
2022484408,2016-04-22,12954.0,9.329999924,62.0,0.0,4.429999828,0.419999987,4.46999979,0.0,52.0,10.0,273,1105.0,2638.0,736076
2022484408,2016-04-24,13481.0,10.27999973,63.0,0.0,4.550000191,1.149999976,4.579999924,0.0,37.0,26.0,216,1161.0,2529.0,736078
2022484408,2016-04-25,11369.0,8.010000229,52.0,0.0,3.329999924,0.219999999,4.460000038,0.0,44.0,8.0,217,1171.0,2470.0,736079
2022484408,2016-04-26,10119.0,7.190000057,79.0,0.0,1.429999948,0.660000026,5.110000134,0.0,55.0,24.0,275,1086.0,2793.0,736080
2022484408,2016-04-27,10159.0,7.130000114,39.0,0.0,1.039999962,0.970000029,5.119999886,0.0,19.0,20.0,282,1119.0,2463.0,736081
2022484408,2016-04-28,10140.0,7.119999886,26.0,0.0,0.409999996,1.330000043,5.389999866,0.0,6.0,20.0,291,1123.0,2296.0,736082
2022484408,2016-04-29,10245.0,7.190000057,61.0,0.0,0.479999989,1.210000038,5.5,0.0,21.0,40.0,281,1098.0,2611.0,736083
2022484408,2016-04-30,18387.0,12.90999985,36.0,0.0,0.939999998,1.399999976,,0.0,13.0,23.0,361,1043.0,2732.0,736084
2022484408,2016-05-01,10538.0,7.400000095,53.0,0.0,1.940000057,0.959999979,4.5,0.0,25.0,28.0,245,1142.0,2380.0,736085
2022484408,2016-05-02,10379.0,7.289999962,44.0,0.0,2.609999895,0.340000004,4.329999924,0.0,36.0,8.0,277,1119.0,2473.0,736086
2022484408,2016-05-03,12183.0,8.739999771,86.0,0.0,3.99000001,0.460000008,4.28000021,0.0,72.0,14.0,250,1104.0,2752.0,736087
2022484408,2016-05-04,11768.0,8.289999962,63.0,0.0,2.50999999,0.930000007,4.849999905,0.0,36.0,27.0,272,1105.0,2649.0,736088
2022484408,2016-05-06,10227.0,7.179999828,41.0,0.0,1.870000005,0.670000017,4.639999866,0.0,24.0,17.0,295,1104.0,2498.0,736090
2022484408,2016-05-07,6708.0,4.710000038,22.0,0.0,1.610000014,0.079999998,3.019999981,0.0,20.0,2.0,149,1269.0,1995.0,736091
2022484408,2016-05-09,13379.0,9.390000343,82.0,0.0,2.119999886,1.629999995,5.639999866,0.0,35.0,47.0,297,1061.0,2709.0,736093
2022484408,2016-05-10,12798.0,8.979999542,85.0,0.0,2.220000029,1.210000038,5.559999943,0.0,57.0,28.0,271,1084.0,2797.0,736094
2022484408,2016-05-11,13272.0,9.319999695,83.0,0.0,4.179999828,1.149999976,3.99000001,0.0,58.0,25.0,224,1133.0,2544.0,736095
2022484408,2016-05-12,9117.0,6.409999847,32.0,0.0,1.279999971,0.670000017,4.440000057,0.0,16.0,16.0,236,728.0,1853.0,736096
2026352035,2016-04-12,4414.0,2.74000001,11.0,0.0,0.189999998,0.349999994,2.200000048,0.0,3.0,8.0,181,706.0,1459.0,736066
2320127002,2016-04-12,10725.0,7.489999771,22.0,0.0,1.169999957,0.310000002,6.010000229,0.0,13.0,9.0,306,1112.0,2124.0,736066
2320127002,2016-04-25,3588.0,2.420000076,8.0,0.0,0.230000004,0.200000003,1.99000001,0.0,3.0,5.0,152,1280.0,1654.0,736079
2320127002,2016-05-03,7443.0,5.019999981,30.0,0.0,1.49000001,0.370000005,3.160000086,0.0,20.0,10.0,206,1204.0,1878.0,736087
2347167796,2016-04-12,10113.0,6.829999924,41.0,0.0,2.0,0.620000005,4.199999809,0.0,28.0,13.0,320,964.0,2344.0,736066
2347167796,2016-04-13,10352.0,7.010000229,51.0,0.0,1.659999967,1.940000057,3.410000086,0.0,19.0,32.0,195,676.0,2038.0,736067
2347167796,2016-04-14,10129.0,6.699999809,49.0,0.0,0.02,2.74000001,3.940000057,0.0,1.0,48.0,206,705.0,2010.0,736068
2347167796,2016-04-16,22244.0,15.07999992,138.0,0.0,5.449999809,,5.53000021,0.0,66.0,72.0,268,968.0,2670.0,736070
2347167796,2016-04-18,8247.0,5.449999809,27.0,0.0,0.790000021,0.860000014,3.789999962,0.0,11.0,16.0,206,678.0,1944.0,736072
2347167796,2016-04-21,10080.0,6.75,49.0,0.0,1.850000024,1.529999971,3.380000114,0.0,23.0,26.0,208,761.0,2048.0,736075
2347167796,2016-04-22,7804.0,5.159999847,36.0,0.0,0.560000002,1.679999948,2.920000076,0.0,9.0,27.0,206,781.0,1946.0,736076
2347167796,2016-04-23,16901.0,11.36999989,67.0,0.0,2.779999971,1.450000048,7.150000095,0.0,32.0,35.0,360,591.0,2629.0,736077
2347167796,2016-04-25,9482.0,6.380000114,26.0,0.0,1.269999981,0.519999981,4.599999905,0.0,15.0,11.0,277,653.0,2095.0,736079
2347167796,2016-04-27,11423.0,7.579999924,35.0,0.0,1.860000014,0.400000006,5.320000172,0.0,26.0,9.0,295,623.0,2194.0,736081
2873212765,2016-04-12,8796.0,5.909999847,23.0,0.0,0.109999999,0.930000007,4.880000114,0.0,2.0,21.0,356,1061.0,1982.0,736066
2873212765,2016-04-16,9685.0,6.650000095,48.0,0.0,3.109999895,0.02,3.50999999,0.01,47.0,1.0,305,1087.0,2148.0,736070
2873212765,2016-04-20,9202.0,6.300000191,27.0,0.0,1.50999999,0.119999997,4.659999847,0.01,22.0,5.0,378,1035.0,2094.0,736074
2873212765,2016-04-22,7286.0,4.900000095,46.0,0.0,0.460000008,0.0,4.420000076,0.02,46.0,0.0,366,1028.0,2241.0,736076
2873212765,2016-04-23,9317.0,6.349999905,33.0,0.0,2.089999914,0.230000004,4.019999981,0.01,28.0,5.0,330,1077.0,2021.0,736077
2873212765,2016-04-24,6873.0,4.679999828,47.0,0.0,3.0,0.059999999,1.620000005,0.0,46.0,1.0,190,1203.0,1898.0,736078
2873212765,2016-04-26,8242.0,5.539999962,7.0,0.0,0.119999997,0.180000007,5.239999771,0.0,2.0,5.0,309,1124.0,1882.0,736080
2873212765,2016-04-28,7913.0,5.409999847,35.0,0.0,2.160000086,0.340000004,2.910000086,0.0,28.0,7.0,213,1192.0,1835.0,736082
2873212765,2016-04-29,7365.0,4.949999809,43.0,0.0,1.360000014,1.409999967,2.180000067,0.0,20.0,23.0,206,1191.0,1780.0,736083
2873212765,2016-05-01,7399.0,4.96999979,25.0,0.0,0.49000001,1.039999962,3.440000057,0.0,7.0,18.0,196,1219.0,1739.0,736085
2873212765,2016-05-05,8314.0,5.610000134,36.0,0.0,0.779999971,0.800000012,4.03000021,0.0,13.0,23.0,311,1093.0,1971.0,736089
2873212765,2016-05-07,4940.0,3.380000114,86.0,0.0,2.279999971,0.550000012,0.550000012,0.0,75.0,11.0,52,1302.0,1897.0,736091
2873212765,2016-05-08,8168.0,5.539999962,46.0,0.0,2.900000095,0.0,2.640000105,0.0,46.0,0.0,326,1068.0,2096.0,736092
3372868164,2016-04-13,9715.0,6.630000114,24.0,0.0,0.99000001,0.340000004,5.269999981,0.02,16.0,8.0,371,1045.0,2093.0,736067
3372868164,2016-04-17,8199.0,5.880000114,13.0,0.0,1.409999967,0.100000001,4.360000134,0.01,11.0,2.0,322,1105.0,1964.0,736071
3372868164,2016-04-18,6798.0,4.639999866,27.0,0.0,1.080000043,0.200000003,3.349999905,0.0,20.0,7.0,343,1070.0,2014.0,736072
3372868164,2016-04-20,4880.0,3.329999924,18.0,0.0,0.839999974,0.090000004,2.380000114,0.02,15.0,3.0,274,1148.0,1867.0,736074
3372868164,2016-04-21,8857.0,6.070000172,27.0,0.0,1.149999976,0.25999999,4.639999866,0.01,18.0,9.0,376,1037.0,2124.0,736075
3372868164,2016-04-23,7396.0,5.070000172,22.0,0.0,1.399999976,0.079999998,3.579999924,0.0,20.0,2.0,303,1115.0,1995.0,736077
3372868164,2016-04-24,6731.0,4.590000153,21.0,0.0,0.889999986,0.189999998,3.49000001,0.02,14.0,7.0,292,1127.0,1921.0,736078
3372868164,2016-04-26,8283.0,5.789999962,24.0,0.0,1.850000024,0.050000001,3.869999886,0.01,22.0,2.0,333,1083.0,2057.0,736080
3372868164,2016-04-27,7904.0,5.420000076,37.0,0.0,1.580000043,0.629999995,3.190000057,0.01,24.0,13.0,346,1057.0,2095.0,736081
3977333714,2016-04-12,8856.0,5.980000019,63.0,0.0,3.059999943,0.910000026,2.00999999,0.0,44.0,19.0,131,777.0,1450.0,736066
3977333714,2016-04-14,7641.0,5.110000134,28.0,0.0,0.319999993,0.970000029,3.819999933,0.0,5.0,23.0,214,801.0,1433.0,736068
3977333714,2016-04-15,9010.0,6.059999943,57.0,0.0,1.049999952,1.75,3.25999999,0.0,15.0,42.0,183,644.0,1468.0,736069
3977333714,2016-04-17,10415.0,6.96999979,69.0,0.0,0.699999988,2.349999905,3.920000076,0.0,11.0,58.0,205,600.0,1529.0,736071
3977333714,2016-04-18,11663.0,7.800000191,99.0,0.0,0.25,,3.819999933,0.0,4.0,,214,605.0,1584.0,736072
3977333714,2016-04-19,12414.0,8.779999733,86.0,0.0,2.24000001,2.450000048,3.960000038,0.0,19.0,67.0,221,738.0,1638.0,736073
3977333714,2016-04-22,8911.0,5.960000038,45.0,0.0,2.329999924,0.579999983,3.059999943,0.0,33.0,12.0,188,731.0,1481.0,736076
3977333714,2016-04-24,14112.0,10.0,125.0,0.0,3.269999981,,2.170000076,0.0,30.0,,129,660.0,1655.0,736078
3977333714,2016-04-25,11177.0,8.479999542,59.0,0.0,5.619999886,0.430000007,2.410000086,0.0,50.0,9.0,133,781.0,1570.0,736079
3977333714,2016-04-26,11388.0,7.619999886,102.0,0.0,0.449999988,,2.950000048,0.0,7.0,,170,797.0,1551.0,736080
3977333714,2016-04-29,10645.0,7.75,68.0,0.0,3.74000001,1.299999952,2.710000038,0.0,36.0,32.0,150,744.0,1545.0,736083
3977333714,2016-04-30,13238.0,9.199999809,95.0,0.0,3.690000057,2.099999905,3.410000086,0.0,43.0,52.0,194,687.0,1650.0,736084
3977333714,2016-05-01,10414.0,7.070000172,81.0,0.0,2.670000076,1.980000019,2.410000086,0.0,41.0,40.0,124,691.0,1501.0,736085
3977333714,2016-05-02,16520.0,11.05000019,,0.0,1.539999962,,3.019999981,0.0,24.0,,176,713.0,1760.0,736086
3977333714,2016-05-03,14335.0,9.590000153,88.0,0.0,3.319999933,1.74000001,4.53000021,0.0,47.0,41.0,258,594.0,1710.0,736087
3977333714,2016-05-04,13559.0,9.43999958,110.0,0.0,1.809999943,,2.890000105,0.0,14.0,,142,852.0,1628.0,736088
3977333714,2016-05-05,12312.0,8.579999924,102.0,0.0,1.75999999,,2.710000038,0.0,14.0,,178,680.0,1618.0,736089
3977333714,2016-05-06,11677.0,8.279999733,84.0,0.0,3.109999895,2.50999999,2.670000076,0.0,29.0,55.0,168,676.0,1590.0,736090
3977333714,2016-05-09,14687.0,10.07999992,130.0,0.0,0.769999981,,3.549999952,0.0,8.0,,151,1159.0,1667.0,736093
4020332650,2016-04-16,1982.0,1.419999957,86.0,0.0,0.449999988,0.370000005,0.589999974,0.0,65.0,21.0,55,1222.0,3051.0,736070
4020332650,2016-05-04,10252.0,7.349999905,59.0,0.0,0.670000017,1.039999962,5.579999924,0.0,13.0,46.0,346,531.0,3879.0,736088
4020332650,2016-05-05,11728.0,8.430000305,80.0,0.0,2.619999886,1.679999948,4.039999962,,38.0,42.0,196,916.0,3429.0,736089
4020332650,2016-05-11,3689.0,2.650000095,10.0,0.0,0.109999999,0.170000002,2.329999924,0.0,2.0,8.0,134,1296.0,2645.0,736095
4319703577,2016-04-14,10210.0,6.880000114,10.0,0.0,0.109999999,0.330000013,6.440000057,0.0,1.0,9.0,339,589.0,2302.0,736068
4319703577,2016-04-26,9899.0,6.639999866,29.0,0.0,0.569999993,0.920000017,5.150000095,0.0,8.0,21.0,288,649.0,2236.0,736080
4319703577,2016-04-27,10780.0,7.230000019,53.0,0.0,0.409999996,1.919999957,4.909999847,0.0,6.0,47.0,300,680.0,2324.0,736081
4319703577,2016-04-29,7990.0,5.360000134,24.0,0.0,0.449999988,0.790000021,4.119999886,0.0,6.0,18.0,289,624.0,2175.0,736083
4319703577,2016-04-30,8221.0,5.519999981,44.0,0.0,0.400000006,1.610000014,3.50999999,0.0,6.0,38.0,196,695.0,2092.0,736084
4319703577,2016-05-03,9648.0,6.46999979,34.0,0.0,0.579999983,1.070000052,4.829999924,0.0,8.0,26.0,287,669.0,2235.0,736087
4319703577,2016-05-05,13658.0,9.489999771,61.0,0.0,2.630000114,1.409999967,5.449999809,0.0,27.0,34.0,328,957.0,2530.0,736089
4319703577,2016-05-06,9524.0,6.420000076,17.0,0.0,0.409999996,0.469999999,5.460000038,0.0,6.0,11.0,314,692.0,2266.0,736090
4319703577,2016-05-07,7937.0,5.329999924,31.0,0.0,0.189999998,1.049999952,4.079999924,0.0,3.0,28.0,279,586.0,2158.0,736091
4388161847,2016-04-18,11009.0,9.100000381,35.0,0.0,3.559999943,0.400000006,5.139999866,0.0,27.0,8.0,239,1017.0,3274.0,736072
4388161847,2016-04-20,10553.0,8.119999886,61.0,0.0,1.100000024,1.720000029,5.289999962,0.0,19.0,42.0,228,696.0,3083.0,736074
4388161847,2016-04-22,12139.0,9.340000153,102.0,0.0,3.299999952,1.110000014,4.920000076,0.0,77.0,25.0,220,945.0,3544.0,736076
4388161847,2016-04-23,13236.0,10.18000031,63.0,0.0,4.5,0.319999993,5.349999905,0.0,58.0,5.0,215,749.0,3306.0,736077
4388161847,2016-04-24,10243.0,7.880000114,22.0,0.0,1.080000043,0.50999999,6.300000191,0.0,14.0,8.0,239,584.0,2885.0,736078
4388161847,2016-04-25,12961.0,9.970000267,42.0,0.0,0.730000019,1.399999976,7.840000153,0.0,11.0,31.0,301,1054.0,3288.0,736079
4388161847,2016-04-26,9461.0,7.28000021,37.0,0.0,0.939999998,1.059999943,5.269999981,0.0,14.0,23.0,224,673.0,2929.0,736080
4388161847,2016-04-27,11193.0,8.609999657,59.0,0.0,0.699999988,2.50999999,5.389999866,0.0,11.0,48.0,241,684.0,3074.0,736081
4388161847,2016-04-28,10074.0,7.75,28.0,0.0,1.289999962,0.430000007,6.03000021,0.0,19.0,9.0,234,878.0,2969.0,736082
4388161847,2016-04-29,9232.0,7.099999905,29.0,0.0,0.800000012,0.889999986,5.420000076,0.0,13.0,16.0,236,1175.0,2979.0,736083
4388161847,2016-04-30,12533.0,9.640000343,57.0,0.0,0.699999988,2.0,6.940000057,0.0,14.0,43.0,300,537.0,3283.0,736084
4388161847,2016-05-02,10096.0,8.399999619,37.0,0.0,3.769999981,0.079999998,4.550000191,0.0,33.0,4.0,204,935.0,3147.0,736086
4388161847,2016-05-03,12727.0,9.789999962,36.0,0.0,1.129999995,0.779999971,7.880000114,0.0,18.0,18.0,306,984.0,3290.0,736087
4388161847,2016-05-05,9603.0,7.380000114,51.0,0.0,0.629999995,1.669999957,5.090000153,0.0,12.0,39.0,199,896.0,2899.0,736089
4388161847,2016-05-06,13175.0,10.13000011,78.0,0.0,2.109999895,2.089999914,5.929999828,0.0,33.0,45.0,262,1100.0,3425.0,736090
4388161847,2016-05-07,22770.0,,,0.0,9.449999809,2.769999981,5.329999924,0.0,,56.0,260,508.0,4022.0,736091
4388161847,2016-05-08,17298.0,14.38000011,145.0,0.0,,1.25999999,3.230000019,0.0,107.0,38.0,178,576.0,3934.0,736092
4388161847,2016-05-10,10299.0,7.920000076,27.0,0.0,0.810000002,0.649999976,6.460000038,0.0,13.0,14.0,267,648.0,3061.0,736094
4445114986,2016-04-18,6155.0,4.239999771,31.0,0.0,2.0,0.289999992,1.950000048,0.0,25.0,6.0,162,1247.0,2248.0,736072
4445114986,2016-04-26,6326.0,4.409999847,30.0,0.0,2.410000086,0.039999999,1.960000038,0.0,29.0,1.0,180,839.0,2291.0,736080
4445114986,2016-04-27,7243.0,5.03000021,33.0,0.0,2.619999886,0.029999999,2.380000114,0.0,32.0,1.0,194,839.0,2361.0,736081
4445114986,2016-05-02,6910.0,4.75,31.0,0.0,2.210000038,0.189999998,2.349999905,0.0,27.0,4.0,200,667.0,2336.0,736086
4445114986,2016-05-03,7502.0,5.179999828,32.0,0.0,2.480000019,0.109999999,2.579999924,0.0,30.0,2.0,233,725.0,2421.0,736087
4445114986,2016-05-05,3800.0,2.549999952,8.0,0.0,0.119999997,0.239999995,2.180000067,0.0,2.0,6.0,185,734.0,2120.0,736089
4445114986,2016-05-07,5183.0,3.589999914,30.0,0.0,2.130000114,0.189999998,1.25,0.0,26.0,4.0,108,866.0,2123.0,736091
4445114986,2016-05-11,9105.0,6.110000134,56.0,0.0,2.25,1.0,2.859999895,0.0,34.0,22.0,232,622.0,2499.0,736095
4558609924,2016-04-13,4978.0,3.289999962,26.0,0.0,1.24000001,0.439999998,1.610000014,0.0,19.0,7.0,127,1287.0,1722.0,736067
4558609924,2016-04-16,7289.0,4.820000172,20.0,0.0,0.550000012,0.75,3.5,0.0,8.0,12.0,308,1112.0,1997.0,736070
4558609924,2016-04-17,9634.0,6.400000095,26.0,0.0,0.550000012,1.139999986,4.710000038,0.0,7.0,19.0,304,1110.0,2117.0,736071
4558609924,2016-04-18,8940.0,5.909999847,29.0,0.0,0.980000019,0.930000007,4.0,0.0,14.0,15.0,331,1080.0,2116.0,736072
4558609924,2016-04-19,5401.0,3.569999933,10.0,0.0,0.050000001,0.360000014,3.160000086,0.0,1.0,9.0,248,1182.0,1876.0,736073
4558609924,2016-04-21,13743.0,9.079999924,27.0,0.0,0.419999987,0.970000029,7.699999809,0.0,6.0,21.0,432,844.0,2486.0,736075
4558609924,2016-04-26,9148.0,6.050000191,53.0,0.0,0.430000007,2.029999971,3.589999914,0.0,12.0,41.0,283,1062.0,2223.0,736080
4558609924,2016-04-27,9557.0,6.320000172,41.0,0.0,1.960000038,0.889999986,3.460000038,0.0,27.0,14.0,312,1087.0,2098.0,736081
4558609924,2016-04-28,9451.0,6.25,12.0,0.0,0.02,0.270000011,5.949999809,0.0,1.0,11.0,367,985.0,2185.0,736082
